Название улицы,contains_kgiop_objects,density,WKT
"Полисарский переулок","0","0","LINESTRING (3403166.0420833365 8339511.4778406825, 3403098.3375690365 8339429.175615569, 3403080.4373949165 8339184.548873055, 3403081.183235505 8339172.757176653, 3403087.6397659713 8339167.104235241, 3403148.631714977 8339114.417262841, 3403240.2365239505 8339032.958555383)"
"Полковая улица","0","0","LINESTRING (3381586.64747357 8334055.480787039, 3381599.9056249238 8334042.880816378, 3381715.455256367 8333932.92436634, 3381797.7426239615 8333854.634076575, 3381917.989937916 8333740.223180916, 3382046.7420609673 8333617.71612082, 3382072.668370373 8333593.0472575575, 3382085.726146643 8333580.624596421)"
"Полоцкая улица","0","0","MULTILINESTRING ((3392146.3698424236 8340898.74069782, 3392113.3190856073 8340928.182690611, 3392052.783546514 8340982.119489033, 3391997.2017247602 8341031.639206122, 3391982.173593504 8341045.024164358, 3391959.1527228076 8341065.521309143, 3391914.1907804757 8341105.588090517, 3391728.9996755924 8341270.58423853, 3391674.62010434 8341319.023566737, 3391560.3951748367 8341420.80682928, 3391533.1552954395 8341445.060079278), (3390574.8169311495 8342289.025602287, 3390689.9101526807 8342186.214193962, 3390922.890714962 8341978.099478441, 3391097.6511835577 8341821.989678709, 3391133.507191543 8341789.95963399, 3391188.532415842 8341740.810352773, 3391261.658189344 8341675.492016536, 3391285.380372832 8341654.308412354), (3391297.0355235175 8341667.142267488, 3391273.202020539 8341688.41426582, 3391145.017626891 8341802.926262941, 3391109.1616189065 8341834.956363903, 3390934.40115031 8341991.066437766, 3390701.465115825 8342199.159427884, 3390639.048277337 8342254.916974671, 3390585.9377482794 8342302.368657517))"
"Полянская улица","0","0","LINESTRING (3401977.962553947 8339371.45198345, 3402189.7478851816 8339353.057363037, 3402317.976806626 8339237.0596897565, 3402394.264053667 8339172.293458639, 3402401.1881259945 8339154.274724106, 3402380.68307579 8338858.340965062, 3402353.4765922404 8338825.087248552)"
"Поселковая улица","0","0","MULTILINESTRING ((3383925.124884715 8356918.716732745, 3383954.2015357106 8356889.365838675, 3384172.654904443 8356649.007215636, 3384275.803544612 8356534.950834591, 3384404.043598006 8356395.996112094, 3384412.8267058292 8356386.478761094), (3375906.3032890656 8341449.985840149, 3375796.6201947867 8341523.121626895), (3376174.4608104373 8341245.050456976, 3376147.5771534103 8341275.686587814, 3376093.498144783 8341324.501449661, 3376075.174956599 8341335.4793159785), (3384284.2638259125 8359442.55548778, 3384233.0791240456 8359363.662079045, 3384200.340061803 8359313.19996778, 3384136.17550731 8359214.313829959, 3384076.664107532 8359122.580740619, 3384020.3587090895 8359035.808443129, 3383917.287992563 8358876.946266206, 3383801.6493055276 8358698.714724425, 3383759.158655891 8358633.224017148, 3383587.6709803245 8358368.920233695, 3383486.4370353967 8358212.884046094, 3383469.71684788 8358187.136621172, 3383334.2521595336 8357978.326774193, 3383304.863813964 8357933.032288306), (3383277.2120524514 8357831.840186706, 3383281.2529499666 8357786.170261491, 3383302.7487436393 8357714.577743516, 3383399.5410408834 8357511.647500997, 3383426.235454776 8357462.017107446, 3383446.3842826094 8357430.716040701, 3383454.0096677295 8357418.87302673, 3383496.8676716844 8357372.785067299, 3383595.9865462864 8357266.1773266075, 3383678.0624068487 8357180.644322657, 3383854.203237131 8356991.718180682, 3383875.209225043 8356961.924294509, 3383884.404214983 8356937.6642799135, 3383885.4506181963 8356917.034476237, 3383882.5340475375 8356898.596084636), (3383304.863813964 8357933.032288306, 3383285.839312988 8357895.707715643, 3383276.4996077097 8357876.005022105, 3383274.6628361116 8357862.036065635, 3383277.2120524514 8357831.840186706))"
"Престижная улица","0","0","MULTILINESTRING ((3379713.797228515 8340804.871662062, 3379744.421220432 8340734.768835774, 3379770.8929953426 8340664.092431903, 3379776.97103954 8340648.322851592, 3379797.9436316052 8340593.9688559435), (3379871.436759427 8340394.84361647, 3379908.795580538 8340283.909157647))"
"Привокзальная площадь","2","0.001926269426401092","MULTILINESTRING ((3387764.790157004 8331595.407569127, 3387856.9404314826 8331736.587607563), (3387275.27382819 8338534.245055266, 3387259.8115509185 8338529.564117565, 3387243.525509415 8338523.514230783, 3387226.994565033 8338514.79268739, 3387207.6361055835 8338502.648783366, 3387186.76370106 8338486.7071796665, 3387175.27552961 8338476.638816112, 3387163.2975524007 8338464.450815438, 3387149.204504866 8338445.992215029, 3387146.755476069 8338442.79066822, 3387134.7886308082 8338427.24662619, 3387124.803272484 8338410.620719714, 3387119.682575908 8338398.03539707, 3387111.5339891813 8338376.242968059, 3387106.635931587 8338355.311698607, 3387103.3854024555 8338334.314250561, 3387101.7378739915 8338311.616760826, 3387102.24994365 8338293.489730118, 3387105.300097698 8338269.66633111, 3387108.561758777 8338254.873341666, 3387112.4579409556 8338239.307616111, 3387120.3282289547 8338217.05199741, 3387128.8219061024 8338198.903119898, 3387142.948349484 8338175.941100335, 3387155.5497158417 8338159.602783732, 3387166.6260051755 8338148.806267325, 3387169.7318189684 8338145.781479257, 3387181.375837705 8338134.9408256365, 3387190.782334678 8338126.749629485, 3387212.1111491136 8338112.486813661, 3387223.543660818 8338106.1723250495, 3387243.3585301787 8338096.987623977, 3387266.0231785052 8338088.840627057, 3387283.8120331336 8338083.939186082, 3387302.1797491144 8338080.097518408, 3387321.716319749 8338078.993591285, 3387349.590720243 8338078.662413179, 3387373.0680008517 8338081.223524242, 3387389.8661120124 8338084.424914323), (3387856.9404314826 8331736.587607563, 3387862.5843296656 8331745.212912985), (3387874.1504247594 8331762.220897683, 3387891.249098545 8331786.8395285485), (3387862.5843296656 8331745.212912985, 3387874.1504247594 8331762.220897683), (3387891.249098545 8331786.8395285485, 3387939.016292045 8331855.600063833))"
"Привокзальная улица","0","0","LINESTRING (3377899.512167566 8340374.1495645065, 3377887.656641796 8340360.522883194, 3377834.612904433 8340297.977401089, 3377813.9631388914 8340271.2543869885, 3377801.2949808394 8340250.141065717, 3377800.1817859313 8340240.534082821, 3377798.411806028 8340224.191198099, 3377715.9129314004 8340133.599268689, 3377607.1537888953 8340012.377433144, 3377370.6221348583 8339768.835551587)"
"Проездной переулок","0","0","MULTILINESTRING ((3386523.1882164413 8330699.109617184, 3386434.45545033 8330756.456724702, 3386373.2297303937 8330785.130445386), (3386373.2297303937 8330785.130445386, 3386330.538705675 8330849.492325211))"
"Проектируемая улица","0","0","LINESTRING (3392382.756781123 8329015.354326749, 3392538.4927487425 8329281.895231817)"
"Пролетарская улица","0","0","MULTILINESTRING ((3398180.6543479054 8340566.20672971, 3398268.6301414794 8340669.083930728, 3398399.864689176 8340816.975178962, 3398528.4498329908 8340968.845080719, 3398653.0942668323 8341121.57952371, 3398713.974896347 8341199.41677316), (3399304.970072969 8342012.096375913, 3399234.0595573336 8341919.958298519, 3399115.5599593837 8341760.094503664, 3398997.461111601 8341599.85865543, 3398879.35113187 8341441.989763628, 3398760.0611655354 8341284.521833012, 3398704.0897255647 8341213.155442104, 3398637.9770799824 8341134.191576254, 3398512.3196387747 8340982.296186808, 3398383.4784601303 8340830.403921652, 3398253.0565447174 8340682.070677991, 3398161.9860692993 8340582.660801476), (3398713.974896347 8341199.41677316, 3398775.979852719 8341278.690569997, 3398894.4794506687 8341430.106107887, 3399013.858472595 8341589.432622012, 3399131.044500553 8341748.298694044, 3399250.8576684943 8341908.493583412))"
"Промышленная улица","0","0","MULTILINESTRING ((3390099.961379273 8342178.570772982, 3390101.920602311 8342158.887895846, 3390126.9006960443 8341907.720433706, 3390143.2423972934 8341743.3948236825, 3390147.227635063 8341703.280402798, 3390166.686282054 8341507.659455152, 3390194.9725646647 8341223.183361295, 3390215.444219022 8341017.304517024, 3390245.8233080585 8340711.887275974, 3390252.769644284 8340642.028280617), (3390399.700240183 8339992.987424332, 3390369.2432275014 8339981.128184352, 3390318.6819147835 8339979.228940987), (3390252.769644284 8340642.028280617, 3390256.432055532 8340605.166497258, 3390262.0425578677 8340548.736741961, 3390286.9892557543 8340297.955315914, 3390304.933957671 8340117.4995516045, 3390311.5018076273 8340051.4667856265, 3390318.6819147835 8339979.228940987), (3390318.6819147835 8339979.228940987, 3390360.471251627 8339559.022313027, 3390410.720869771 8339053.759256739, 3390412.8693359434 8339032.229869452))"
"Прудовая дорога","0","0","MULTILINESTRING ((3386259.6393219884 8336116.118906839, 3386257.279348783 8336133.247321771, 3386239.66860534 8336165.2086970825, 3386231.820581239 8336176.6203542305, 3386218.696013274 8336189.621277185, 3386207.241237671 8336200.481148876, 3386193.3151693735 8336208.802646728, 3386177.073655667 8336215.292097185, 3386163.1809832156 8336220.104006307), (3386466.559991475 8335668.29999822, 3386454.9159727376 8335684.367948223, 3386428.1770310495 8335726.369911201, 3386392.0315923886 8335779.054792045, 3386374.543300385 8335815.3848450035, 3386368.6099715256 8335828.363060336, 3386365.1256714636 8335839.796268927, 3386354.4501322964 8335883.432441989, 3386343.1845998284 8335916.010754447, 3386316.701692969 8335975.914611852, 3386268.366770067 8336080.405406546, 3386262.455705105 8336104.067236633, 3386259.6393219884 8336116.118906839), (3386163.1809832156 8336220.104006307, 3386149.600005339 8336224.805553568, 3386143.3327180073 8336226.394809656, 3386136.1748747495 8336227.079072799, 3386131.555115882 8336227.145291815))"
"Прямой переулок","2","0.004050077482508518","LINESTRING (3384895.6527332477 8334059.518960819, 3384912.7736709313 8334065.675525089, 3384919.3860486844 8334068.058712635, 3384995.4395247945 8334095.15649178, 3385003.721694909 8334097.848621849, 3385028.234246782 8334105.726417927, 3385146.7004488846 8334143.9459848115, 3385291.12635624 8334189.536096313, 3385350.459644832 8334208.955009504, 3385364.5304284682 8334214.273152594)"
"Пулковская улица","0","0","LINESTRING (3378299.872716204 8341887.552300032, 3378351.168737562 8341910.901393009, 3378465.6274379953 8341951.1494825, 3378517.2908136724 8341968.247255404, 3378545.988978399 8341979.778333902, 3378557.82224027 8341991.419881609, 3378561.7852141424 8342002.067385335, 3378560.3046649145 8342015.144838305, 3378559.3584492435 8342017.685224591, 3378395.173332272 8342461.382618509, 3378390.9877194185 8342522.201172413, 3378388.850385195 8342667.3900978975, 3378387.9375653705 8342875.81144909)"
"Пулковский путепровод","1","0.0011815379300934292","MULTILINESTRING ((3382115.9271244956 8345638.800797354, 3382480.7878875197 8345424.422700586), (3382494.1796222623 8345446.854756228, 3382131.8124158317 8345665.410636633))"
"Пулковское шоссе","0","0","MULTILINESTRING ((3373711.0495347744 8342353.774991373, 3373850.3881414006 8342617.947778682), (3374161.448194524 8343288.827422839, 3373974.7097487184 8342942.907850698), (3373963.9674178567 8342836.265287883, 3374193.4080203306 8343273.405741477), (3373850.3881414006 8342617.947778682, 3373963.9674178567 8342836.265287883), (3373974.7097487184 8342942.907850698, 3373679.5015910836 8342369.614488238))"
"Пушкинская улица","17","0.0017332798373868692","MULTILINESTRING ((3382130.8662001602 8357569.845207499, 3382236.5306608207 8357452.896839494, 3382310.9032126204 8357373.891883316, 3382369.334813338 8357308.988472626, 3382389.094022953 8357283.266337532, 3382404.044230567 8357261.573040277, 3382417.1354026846 8357241.451457283, 3382428.9464006573 8357215.242568976, 3382433.0874857143 8357203.820481238, 3382441.692482353 8357178.607834648, 3382492.4875660017 8356982.687034575, 3382498.9886242645 8356957.607953964, 3382516.877666435 8356888.989545923, 3382525.4270033278 8356857.558101124, 3382542.291906183 8356796.488514732, 3382547.779957079 8356776.545276135, 3382562.51865766 8356722.869235772, 3382579.4392202604 8356661.225275216, 3382596.504498199 8356599.18341763, 3382604.686480773 8356569.435384095, 3382619.1914104223 8356515.738716448, 3382639.685328678 8356439.931019447), (3382675.4856769172 8356318.529658267, 3382658.5317184697 8356313.018504395, 3382603.484230272 8356295.157082178, 3382557.9879543846 8356285.927590982, 3382487.4113972215 8356274.9053360475, 3382459.5147328293 8356266.871052164, 3382446.7129913876 8356258.482649398, 3382440.9132459173 8356251.887025421, 3382436.193299508 8356244.096228857, 3382428.4231990506 8356231.878859899, 3382416.4897496374 8356204.876775619, 3382375.179086604 8356111.698210754, 3382310.2909554206 8355967.88239315, 3382282.995416278 8355907.373467015, 3382274.579662774 8355894.714017795, 3382262.8465884444 8355880.7709432645, 3382246.905637363 8355867.868089827), (3384075.5731765223 8338524.044147675, 3384096.167282319 8338510.66375778, 3384148.1534845196 8338476.903772871, 3384356.6771546733 8338341.467948555, 3384374.4437454036 8338329.920470351, 3384395.6278445018 8338316.165084893, 3384493.0769267427 8338252.864146878, 3384552.3879514374 8338214.336286623, 3384563.152546197 8338207.3593431655, 3384603.3834101693 8338181.217942742, 3384627.2614409444 8338165.718608823, 3384692.427870855 8338122.885860866), (3378653.790773283 8338873.135163293, 3378614.9959307415 8338893.869171583, 3378584.438730519 8338910.187031605, 3378548.415743298 8338929.441711183, 3378518.593251715 8338947.5923839975, 3378512.6376589574 8338951.014961121, 3378497.108589991 8338959.935750239, 3378490.5296080858 8338963.534982564, 3378440.736399854 8338989.590827157, 3378420.0977662606 8339001.16141813, 3378405.2811420364 8339009.441909438, 3378388.583218417 8339018.80439613, 3378367.7776055876 8339030.463358412, 3378343.643539984 8339043.822608655, 3378268.803446324 8339085.821599057, 3378258.3728100364 8339091.673212365, 3378212.787478557 8339117.265794489, 3378196.334457817 8339126.518009504, 3378148.5116045726 8339153.347290429, 3378061.715797601 8339202.059797772, 3378003.9966416247 8339233.570734091, 3377948.0474655516 8339264.8168198215), (3377496.491083098 8339519.493910013, 3377211.646770056 8339682.997123665), (3377798.5565213654 8339350.297069813, 3377754.518530808 8339376.354278977, 3377717.794230795 8339398.061329349, 3377612.7420273335 8339455.718921481, 3377575.5835813065 8339476.101241938, 3377496.491083098 8339519.493910013), (3377948.0474655516 8339264.8168198215, 3377941.0677334797 8339268.946171078, 3377798.5565213654 8339350.297069813), (3385208.582953816 8337786.657417867, 3385231.180810447 8337771.2251448, 3385392.7165235374 8337665.915644321, 3385417.240207359 8337649.887537545, 3385454.8216674505 8337625.315590144, 3385555.7661817023 8337559.96741265, 3385571.6514730384 8337549.547081041), (3389939.494333294 8328473.437314948, 3390108.766750994 8328729.528722971, 3390217.681740787 8328895.439415144, 3390520.9828254017 8329348.559526077, 3390619.700949837 8329455.338322466, 3390647.3972391468 8329471.017866743), (3384808.010898146 8338046.869384248, 3384822.6939389813 8338037.353580671, 3384849.789103041 8338019.801260534, 3384919.0409582625 8337975.710899473, 3385084.5285132765 8337867.594588346, 3385154.403757647 8337821.937613902, 3385185.6066109166 8337801.096226159, 3385208.582953816 8337786.657417867), (3385571.6514730384 8337549.547081041, 3385589.573911056 8337537.426840947, 3385718.2035826677 8337453.15971059, 3385860.814982323 8337359.599375439, 3385939.20616774 8337308.801775787, 3386027.382336397 8337250.763572596, 3386041.6200992693 8337241.646163334), (3384692.427870855 8338122.885860866, 3384720.736417364 8338104.295642409, 3384752.0060623274 8338083.7404790865, 3384766.9562699413 8338073.91552864, 3384793.0940863793 8338056.7384556625, 3384808.010898146 8338046.869384248), (3381384.6025977805 8355647.305819988, 3381372.7470720108 8355643.654182252, 3381357.5630934667 8355638.807465867, 3381345.251157785 8355634.845996848, 3381316.5752569563 8355625.639462537, 3381249.0043260446 8355608.332979606, 3381169.5222096187 8355589.919988622, 3381031.374721544 8355557.896542819, 3380960.397414214 8355541.453320915, 3380882.050756594 8355523.30606605, 3380876.161955531 8355521.9339583535, 3380785.4031746867 8355501.617941948), (3382246.905637363 8355867.868089827, 3382232.1558048334 8355856.934986386), (3382232.1558048334 8355856.934986386, 3382219.955188642 8355851.313518453, 3382195.643011853 8355844.60759971, 3382177.152844432 8355840.314044374, 3382120.0570776043 8355827.1678131595, 3382109.325878692 8355824.57840674, 3381830.4816862033 8355758.095154805, 3381665.5841244916 8355717.262695437, 3381625.5425036526 8355707.259330629, 3381535.3291883143 8355684.751809398, 3381484.244673989 8355672.004217202, 3381455.22368274 8355664.767312682, 3381445.1604007715 8355662.111569686, 3381384.6025977805 8355647.305819988), (3379819.5841406155 8355262.189713864, 3380263.648721339 8355372.464269793, 3380331.70945801 8355389.349722547, 3380355.843523614 8355395.34705517, 3380416.34566686 8355410.373603702, 3380491.063309081 8355428.918929635, 3380559.7696987977 8355445.981555876, 3380633.786028227 8355464.349926537, 3380695.145331552 8355479.597921969, 3380764.0187005056 8355496.682796079, 3380785.4031746867 8355501.617941948), (3382651.3516113134 8356396.748647349, 3382655.4815644217 8356383.8448917065, 3382665.934464607 8356350.556405002, 3382675.4856769172 8356318.529658267), (3382639.685328678 8356439.931019447, 3382651.3516113134 8356396.748647349))"
"Пушкинский переулок","0","0","LINESTRING (3379225.182587576 8339843.83181491, 3379318.635300097 8339609.857475282, 3379322.2531835474 8339600.383823812)"
"Пущинская улица","0","0","MULTILINESTRING ((3384632.070442947 8332320.285404682, 3384597.2831020737 8332311.482937355, 3384554.124535494 8332310.578423763, 3384513.6710325396 8332313.556700644, 3384469.3324793563 8332324.477059478, 3384427.342767429 8332345.236816443, 3384387.6796328593 8332377.159744645, 3384358.703169406 8332412.105250605, 3384343.1852323893 8332440.167670515, 3384337.5079383585 8332455.98592117), (3384359.0816556746 8333069.658707655, 3384351.3560830136 8333062.157096725, 3384339.901307411 8333051.059139235, 3384313.3182130093 8333001.350202224), (3384313.3182130093 8333001.350202224, 3384236.886250631 8332832.346730869, 3384225.431475028 8332807.018606422))"
"Рабочий переулок","0","0","LINESTRING (3377859.6041301168 8340401.910968739, 3377867.5412098104 8340411.8273587935, 3377885.5749673187 8340434.332533953, 3377942.926768976 8340517.57356681, 3377997.4399236166 8340593.173757798, 3378021.618517017 8340627.1642799275, 3378059.4003521926 8340644.016039292, 3378130.667090198 8340672.418960584, 3378279.0225755787 8340725.691297294, 3378366.0187576334 8340759.704515934, 3378470.069085678 8340795.528997441, 3378529.3355825758 8340816.73222496, 3378540.77922623 8340818.940897994, 3378686.1847451036 8340873.892895763)"
"Радужная улица","0","0","LINESTRING (3373747.3174248748 8342101.960273773, 3373772.854116063 8342101.60682464, 3373788.939782483 8342107.946821064, 3374120.026212 8342194.476166575, 3374489.339754656 8342290.616163895, 3374524.884068066 8342305.814880996, 3374550.0979327303 8342319.312605113, 3374578.228368054 8342340.012108852, 3374696.4274033788 8342437.457403862, 3374777.8353469954 8342506.0962468665)"
"Разъезжая улица","0","0","LINESTRING (3386073.980675243 8330793.070880022, 3386138.70182719 8330802.136219998, 3386271.2722087763 8330845.632361166, 3386330.538705675 8330849.492325211, 3386579.3266356485 8330858.645962298)"
"Райколовская улица","0","0","LINESTRING (3403149.833965477 8339664.9329764815, 3403446.867762761 8339400.203330657, 3403301.707146766 8338827.16284135, 3403130.6870130613 8338129.597780218)"
"Рехколовский переулок","0","0","MULTILINESTRING ((3376139.673469564 8338783.86256351, 3376112.199819236 8338782.559805387, 3376092.5741930096 8338786.490161099, 3376065.423369205 8338802.498654013, 3376029.1220832574 8338828.355203432, 3375992.164012314 8338846.660193666, 3375944.7419092357 8338864.656096801, 3375874.4213869018 8338886.229157495, 3375741.227616168 8338931.230279151, 3375677.519471587 8338962.762141118, 3375616.3605433456 8338993.852512179, 3375478.33550671 8339055.327040214, 3375448.579806821 8339062.856821818, 3375320.3620173256 8339088.360977849, 3375299.4339530566 8339092.2914963085, 3375281.188688516 8339086.395719401), (3376174.30496315 8338776.708436996, 3376166.1675083735 8338777.989113454), (3376166.1675083735 8338777.989113454, 3376139.673469564 8338783.86256351))"
"Рехколовское шоссе","1","0.00021227438745673516","MULTILINESTRING ((3372874.76186019 8340830.205140744, 3372824.812804671 8340854.257669544, 3372234.5189408422 8341156.897742654, 3372097.9633214856 8341226.584905259), (3375172.8302961774 8339658.285911439, 3374875.4514084724 8339809.403223728, 3374260.8453678535 8340125.405855469), (3376334.449182605 8339111.524569039, 3376289.9547821353 8339099.666744452, 3376256.0802610866 8339101.720332822, 3375882.803744559 8339293.501505375, 3375664.161132692 8339405.768120463, 3375458.7321443814 8339509.90996037, 3375172.8302961774 8339658.285911439), (3374260.8453678535 8340125.405855469, 3373792.045596276 8340359.440700502, 3373372.382247934 8340577.073038764, 3372946.8078346313 8340795.308130807, 3372908.536193697 8340810.812984485))"
"Речная улица","0","0","MULTILINESTRING ((3389006.737187988 8333932.483043329, 3389025.09377202 8333925.157085183, 3389068.0964913135 8333907.548335987, 3389076.7460157475 8333898.655712934, 3389078.6941068373 8333896.647702757, 3389124.0790632335 8333876.94275274, 3389145.4524054658 8333866.152494431), (3388793.7607382024 8334227.932633085, 3388804.536464912 8334215.7295741895, 3388821.022881497 8334189.71263166, 3388846.8490033615 8334136.11228149, 3388871.9292846373 8334083.703916643, 3388889.6958753685 8334049.059433282))"
"Речной переулок","0","0","LINESTRING (3378848.3883751393 8341096.443833504, 3378854.6667944198 8341092.1588474, 3378860.4554079412 8341082.970431972, 3378869.6058700844 8341058.210359812, 3378875.4724072483 8341042.506200066, 3378886.871523106 8341018.762280745, 3378897.970076338 8341011.363028469)"
"Розовая улица","0","0","LINESTRING (3380091.749163656 8324700.083803616, 3380213.9557006494 8325004.817732918)"
"Ромашковая улица","0","0","LINESTRING (3379974.5408718 8324770.717836629, 3380104.194682727 8325112.349251902)"
"Ростовская улица","0","0","MULTILINESTRING ((3391303.9707277943 8341430.061930763, 3391224.321632132 8341338.947176534, 3391160.580091704 8341266.034094523, 3391055.4277007002 8341145.743440123, 3391000.1575735216 8341082.5286815185, 3390838.39922145 8340897.481740506, 3390713.2093221038 8340754.271225042, 3390680.8487461302 8340717.254276397, 3390655.0894159605 8340687.768951855, 3390645.883294072 8340677.255860865), (3392757.224416203 8343077.7873811945, 3392707.664978901 8343022.774793597, 3392606.687068803 8342910.607827557, 3392581.9964057454 8342883.1241981955), (3392596.3788839555 8342872.144030816, 3392620.7021926935 8342899.141574252, 3392721.390672116 8343010.822313704, 3392943.6066396376 8343257.299177424, 3392955.2840542216 8343270.246289242, 3392977.447764839 8343294.814932447), (3393216.4952393686 8343592.495285934, 3393195.8788696732 8343569.295539719, 3393035.422955644 8343388.693531613, 3392950.219017391 8343293.467190009, 3392940.7791245715 8343282.928294504, 3392757.224416203 8343077.7873811945), (3392051.169413897 8342840.6175645245, 3392030.8090790305 8342814.128367199, 3392012.8866410134 8342785.938133133, 3391997.535683233 8342756.2678071, 3391984.8675251803 8342725.3383313045, 3391975.0046182964 8342693.414829653, 3391968.0137542747 8342660.740329708, 3391963.9394609113 8342627.579947167, 3391962.8262660033 8342594.198793098, 3391963.2938078647 8342573.145105092, 3391966.0322673386 8342552.489131656, 3391969.4831715534 8342527.790407188, 3391981.772843336 8342480.425642544, 3392000.1071634702 8342435.07151413, 3392024.1633054307 8342392.457002404, 3392053.551651 8342353.333164891, 3392087.7712624697 8342318.362682642), (3392622.527832343 8342351.499585269, 3392640.1274438375 8342373.325839697, 3392656.0572629697 8342396.389279864, 3392670.2171021984 8342420.579459738, 3392682.5401698295 8342445.74174919, 3392692.9485422187 8342471.76569977, 3392701.3976915698 8342498.496678283, 3392707.820826188 8342525.780049527, 3392712.195682177 8342553.46117617, 3392714.4999956363 8342581.38541864, 3392714.7115026684 8342609.420227163, 3392712.8302032743 8342637.3888656, 3392708.878361351 8342665.13668741, 3392699.694503361 8342703.974976166, 3392686.436352007 8342741.642567401, 3392669.2708865264 8342777.675498717, 3392648.3762181047 8342811.698170367, 3392623.986117672 8342843.312884342, 3392596.3788839555 8342872.144030816), (3392596.3788839555 8342872.144030816, 3392581.9964057454 8342883.1241981955), (3392097.055308002 8342310.255209775, 3392135.7054352053 8342281.8238970665, 3392177.661751285 8342258.539904323, 3392222.2452073484 8342240.77872962, 3392268.7210947545 8342228.827515464, 3392316.3324409667 8342222.907142969, 3392365.4577322537 8342223.150143241, 3392414.1154816793 8342229.799517371, 3392461.5041889106 8342242.722736711, 3392506.8112216634 8342261.721014751, 3392549.246211553 8342286.440940402, 3392588.1078457893 8342316.484929279, 3392622.527832343 8342351.499585269), (3392087.7712624697 8342318.362682642, 3392092.1238545603 8342314.518811564, 3392097.055308002 8342310.255209775), (3392087.7712624697 8342318.362682642, 3392062.9804118704 8342290.505708218, 3391963.683426083 8342178.9242258025, 3391860.646105405 8342063.147241739, 3391852.2748796963 8342053.73671376, 3391828.2855294314 8342026.786441769, 3391637.5173180588 8341812.40274041, 3391541.626708689 8341704.649944411, 3391515.8228507238 8341675.6466416055), (3391526.4649940426 8341665.794822096, 3391552.3356437036 8341695.018979743, 3391648.0258779894 8341803.102980358, 3391851.0169694507 8342032.353211201, 3391862.237974123 8342045.033090575, 3391886.3386438796 8342072.248514947, 3391973.3014300875 8342170.485544373, 3392072.1754018096 8342282.155263715, 3392097.055308002 8342310.255209775), (3392581.9964057454 8342883.1241981955, 3392558.59704878 8342901.81482247, 3392533.783934282 8342918.583401529, 3392507.7017775895 8342933.319456987, 3392480.528689887 8342945.912511193, 3392452.4205184616 8342956.274180676, 3392405.799915717 8342968.116106455, 3392358.043854167 8342973.860331026, 3392311.000237358 8342973.484746974, 3392264.379634613 8342967.210286837, 3392218.927886523 8342955.103245015, 3392175.346305877 8342937.38458091, 3392134.3584693666 8342914.319450937, 3392096.5877661407 8342886.283484792, 3392062.646453398 8342853.718595492, 3392051.169413897 8342840.6175645245), (3393233.660704849 8343595.853731428, 3393216.4952393686 8343592.495285934), (3393235.7312473776 8343581.359398654, 3393233.660704849 8343595.853731428), (3392977.447764839 8343294.814932447, 3393050.172788174 8343375.481079517, 3393211.708501264 8343554.7128794035, 3393235.7312473776 8343581.359398654))"
"Рубежная дорога","0","0","LINESTRING (3386502.249020223 8342412.250959639, 3386625.2459256006 8342443.930238216, 3386641.3538559186 8342448.083459155, 3386684.2007279247 8342459.107179245, 3387374.815716857 8342636.991206492)"
"Руинный мост","2","0.04187799926965326","LINESTRING (3382887.7162861144 8338539.831272532, 3382912.7854354414 8338499.182254424)"
"Русская улица","0","0","LINESTRING (3370540.8596801166 8329632.666866381, 3370639.7559157377 8329503.986918587, 3370669.0997335105 8329464.534338069, 3370680.532245215 8329441.44508319, 3370687.7123523713 8329424.023439111, 3370690.8070342154 8329409.556889933, 3370696.9184742593 8329326.330677027, 3370704.7776303096 8329239.400641639, 3370707.5940134265 8329205.947625559, 3370709.9205907844 8329194.28210712, 3370716.7890033666 8329179.639592083, 3370725.44965975 8329166.805363308, 3370740.3664715164 8329151.589553955, 3370779.2615016 8329111.344991845, 3370839.218179341 8329054.45168351, 3370876.8998269746 8329032.664749654, 3370931.134682889 8329015.685098782, 3371012.5982862515 8328985.474647601, 3371081.3603357146 8328944.062273635, 3371151.825573386 8328898.680929087, 3371231.842023368 8328825.229013107, 3371284.095392347 8328761.325778643, 3371320.2185671097 8328704.016205119, 3371354.749873154 8328624.458288154)"
"Ручейный переулок","0","0","MULTILINESTRING ((3378956.791295273 8339697.925474244, 3378911.0612484557 8339821.9026167225, 3378870.8081205846 8339931.041325013, 3378693.542963445 8340405.599245888, 3378676.0658033905 8340453.569102121, 3378606.5913091865 8340644.236901399, 3378603.9753011535 8340651.238233649, 3378540.77922623 8340818.940897994), (3378540.77922623 8340818.940897994, 3378520.318703822 8340885.930264984, 3378486.299467436 8340971.164235194))"
"Рябиновая улица","0","0","LINESTRING (3379282.167034913 8325993.796419577, 3379313.2363047935 8325371.8947771005)"
