Название улицы,contains_kgiop_objects,density,WKT
"Гражданская улица","2","0.001918995222657034","MULTILINESTRING ((3385517.1271864474 8339162.974940931, 3385507.9878562535 8339168.826615369, 3385086.999805972 8339439.355690831), (3385339.472411091 8333594.15051444, 3385337.9807299147 8333598.364957251, 3385307.9022035017 8333687.641101322, 3385277.8014131915 8333785.7666694205, 3385254.569035463 8333871.227665088, 3385246.50950433 8333909.379820477, 3385236.980555917 8333939.191155955, 3385230.5574212987 8333959.315530382, 3385228.8097052937 8333964.787957468, 3385225.7706831945 8333974.320582077), (3385384.311901983 8333467.983125261, 3385339.472411091 8333594.15051444))"
"Графская дорога","0","0","MULTILINESTRING ((3384541.8793915063 8326010.725042878, 3384566.314019735 8325965.207413318, 3384590.993550844 8325931.32837177, 3384601.9028609423 8325910.630712341, 3384604.7637718553 8325891.211555301, 3384606.689599046 8325853.365285779, 3384592.6410793075 8325758.342687559), (3384482.3234639317 8326264.592916444, 3384461.373135764 8326409.109947213, 3384435.91436822 8326587.7762297345, 3384407.8729884895 8326784.611735008, 3384381.768567898 8326957.202584143, 3384341.036766217 8327224.529054238), (3384522.565459854 8326062.172425153, 3384504.242271669 8326124.465236299, 3384492.898815558 8326184.576313047, 3384491.596377515 8326194.473636592, 3384482.3234639317 8326264.592916444), (3384597.8063036804 8325556.6193383755, 3384574.952412221 8325626.666441987, 3384579.360664056 8325676.942950515, 3384583.6687283497 8325711.636365414, 3384592.6410793075 8325758.342687559))"
"Гренадерская улица","0","0","MULTILINESTRING ((3381544.5909699486 8334640.0900973445, 3381564.617346342 8334621.19968769, 3381594.517761569 8334593.923433754), (3381711.225115717 8334486.275900133, 3381843.8288931493 8334360.380149581, 3381860.114934653 8334345.175707215, 3381875.065142266 8334331.118797779, 3381985.638792471 8334226.652745309, 3381991.3049545526 8334221.290459287, 3382059.9222886777 8334158.157005842, 3382116.7063609315 8334105.902951268, 3382238.790446484 8333990.362781355, 3382343.3417122373 8333888.527403437, 3382363.6129915104 8333869.26379429), (3381594.517761569 8334593.923433754, 3381711.225115717 8334486.275900133))"
"Грушевая улица","0","0","LINESTRING (3379362.116693201 8325075.719155185, 3379451.862466678 8325317.3224577475)"
"Гумилёвская улица","0","0","MULTILINESTRING ((3385794.4463019124 8331534.811277011, 3385584.419818633 8331451.847884086, 3385522.960327766 8331427.693601536), (3385522.960327766 8331427.693601536, 3385388.909396952 8331376.297080462, 3385369.0388678457 8331368.686896358, 3385168.942083145 8331288.24000934, 3384947.7725188364 8331199.345784185, 3384835.6292638117 8331154.259394934, 3384789.0420569144 8331135.488185824))"
"Гуммолосаровская улица","0","0","MULTILINESTRING ((3386439.075209198 8329999.179928603, 3386454.6265420616 8329999.201983008, 3386470.4450417035 8329993.335513648, 3386539.2404870135 8329967.840685875), (3387990.768723314 8329484.029046886, 3387997.5480803037 8329479.089206304, 3388043.389446612 8329444.003201473, 3388074.7147513214 8329420.296535777, 3388115.0012750397 8329389.863904331, 3388167.5997344395 8329348.868260563, 3388178.642627926 8329340.532433985), (3387609.2211686205 8329612.444008078, 3387754.3372568185 8329586.244793039, 3387835.2331307777 8329572.637998315, 3387847.6563859503 8329570.168047989, 3387880.217337007 8329563.750591625), (3386539.2404870135 8329967.840685875, 3386564.843969896 8329956.747375652, 3386628.6077742223 8329927.018268555, 3386642.767613451 8329920.710773085, 3386663.7736013643 8329910.984890275, 3386793.304960851 8329852.365214658, 3386854.0186111303 8329824.6654846, 3386997.1866082386 8329759.67297471, 3387039.4768827916 8329739.096910719, 3387088.5576462816 8329719.072243225, 3387166.870908055 8329696.577637412, 3387237.347277676 8329681.4710043045, 3387292.272314434 8329672.31882555, 3387316.751470459 8329667.400912492, 3387353.8653886896 8329660.035075735, 3387372.5893270415 8329656.219839826, 3387543.3311620196 8329624.507145899, 3387576.6268217163 8329618.332228283, 3387609.2211686205 8329612.444008078), (3387880.217337007 8329563.750591625, 3387901.4348319527 8329552.040402112, 3387909.550022831 8329546.483030533, 3387925.5021058624 8329534.728762351, 3387981.762976509 8329491.460866844, 3387990.768723314 8329484.029046886))"
"Гусарская улица","4","0.0007700218704881","MULTILINESTRING ((3383634.7368610315 8332217.083201482, 3383641.3381068353 8332179.998708875, 3383648.2621791633 8332139.318492067, 3383677.772976173 8331937.420860913, 3383703.4432507493 8331754.036765267, 3383705.424737686 8331739.852427868, 3383706.9275508113 8331728.778516198, 3383743.2511006575 8331462.016970956, 3383753.459097963 8331384.87784817, 3383749.651971378 8331350.356311179, 3383739.6888769516 8331307.563064319, 3383671.060410878 8331057.006960851, 3383614.988783365 8330852.271500576, 3383571.340411025 8330690.63992826), (3383503.0681673214 8333414.277688648, 3383494.4743026327 8333444.947549166, 3383493.182996539 8333449.183971563, 3383435.397048868 8333638.656034508, 3383376.8763925587 8333819.063903384, 3383356.070779729 8333882.812306824, 3383318.277812605 8333999.034851318, 3383315.1052071173 8334008.677852011, 3383291.97301693 8334080.173261223, 3383281.5869084387 8334111.463753687, 3383236.1240283996 8334252.603616629, 3383199.3106727945 8334366.8679763125, 3383191.2956694565 8334391.429086274, 3383182.8799159527 8334417.226063283, 3383177.525448445 8334433.600239143, 3383137.5728832 8334557.974544187, 3383104.989668245 8334662.930785685, 3383099.6574646356 8334681.070976888, 3383072.8183354056 8334772.324317582, 3383010.423760816 8334979.794693024, 3382996.597880059 8335030.046611562, 3382994.3269624477 8335045.936617417, 3382994.2379068546 8335061.120432728, 3382997.421644291 8335078.467097138), (3383414.3576651085 8330120.612479238, 3383436.7885425035 8330202.788999065, 3383439.9500160418 8330214.279669549, 3383457.360384402 8330277.555869977, 3383472.9562450624 8330334.2159879, 3383485.702326758 8330380.554538908, 3383501.197999876 8330437.083112459, 3383565.830096231 8330672.86243569, 3383571.340411025 8330690.63992826), (3383473.4794466686 8333406.599211127, 3383474.4701901367 8333378.113894404, 3383474.67056522 8333373.171449397, 3383483.041790928 8333295.460762136), (3383483.041790928 8333295.460762136, 3383485.334972438 8333277.919706467, 3383487.2830635267 8333263.467673025, 3383494.852788901 8333208.837035647, 3383511.3614693857 8333091.987077026, 3383514.055401063 8333073.166816555, 3383528.5825946117 8332968.05665382, 3383547.9187901625 8332837.332939814, 3383564.2938872576 8332722.231797346, 3383602.309493364 8332454.9931429345, 3383634.7368610315 8332217.083201482), (3383387.663251216 8330022.5135257095, 3383392.9397950796 8330041.921488699, 3383414.3576651085 8330120.612479238))"
"Дачная улица","0","0","LINESTRING (3379179.2187698274 8325992.275490475, 3379252.6562379035 8326627.059142841)"
"Дворцовая улица","25","0.008774353185243946","MULTILINESTRING ((3383665.594623879 8337133.540597125, 3383671.2051262157 8337187.493840998, 3383671.1272025723 8337216.391219206, 3383657.24566207 8337560.386875458), (3383520.645514918 8339537.623950157, 3383520.968341441 8339531.506988888, 3383529.7180534173 8339326.249438863, 3383531.4657694227 8339299.309118858, 3383538.189466667 8339275.61496782, 3383548.475387616 8339258.678002438, 3383566.6872563097 8339238.031297958, 3383600.016311853 8339214.6685725525, 3383902.727403167 8339017.567840602), (3383902.727403167 8339017.567840602, 3383961.815788881 8338964.440311213, 3383990.658668945 8338934.144983433, 3384011.430885927 8338904.909668329), (3384088.152278982 8338666.460690753, 3384089.2432099916 8338634.135206558, 3384087.2505911062 8338594.059751478, 3384080.883116233 8338550.650440528, 3384075.5731765223 8338524.044147675), (3383642.818656063 8337944.3819546085, 3383643.6869480917 8337921.376570202, 3383644.755615203 8337892.807603327, 3383655.3198348796 8337609.927808467, 3383656.722460464 8337574.361623716, 3383657.24566207 8337560.386875458), (3383832.1063182084 8338239.484248273, 3383809.0965794614 8338229.438300731, 3383747.6482205433 8338194.708130225, 3383717.5474302326 8338173.600744656, 3383689.7732172795 8338147.724408675, 3383676.826760501 8338130.01727538, 3383667.2198884455 8338110.477657605, 3383659.516579682 8338092.351120563, 3383656.64453682 8338083.10020102, 3383652.247416934 8338068.903705018, 3383645.8465462127 8338047.156404035, 3383642.2731905584 8338027.926102908, 3383641.226787345 8338004.523048533, 3383642.173003017 8337966.592595255, 3383642.818656063 8337944.3819546085), (3384075.5731765223 8338524.044147675, 3384065.4764987067 8338492.690796962, 3384047.732171875 8338456.833325228, 3384032.7708323123 8338422.698233712, 3384014.826130396 8338393.59741999, 3384002.781361493 8338376.15465034, 3383990.11320344 8338360.566589791, 3383975.285447267 8338342.947263508, 3383964.2759496267 8338330.78156275, 3383946.910109063 8338314.4649828505, 3383930.290109088 8338298.832894105, 3383907.7701761 8338280.308470197, 3383892.54166976 8338270.858603191, 3383872.938307431 8338259.355393546, 3383832.1063182084 8338239.484248273), (3384046.463129679 8338841.979057949, 3384059.0199682415 8338807.555136914, 3384073.101883827 8338761.229933895, 3384081.6066929232 8338724.222973821), (3384011.430885927 8338904.909668329, 3384022.3401960246 8338887.222800499, 3384046.463129679 8338841.979057949), (3384081.6066929232 8338724.222973821, 3384083.1540338453 8338716.340250314, 3384086.1040003514 8338691.124423785), (3384086.1040003514 8338691.124423785, 3384088.152278982 8338666.460690753))"
"Державинская улица","0","0","LINESTRING (3385104.966771786 8330183.226228813, 3385099.022310978 8330198.995537874, 3385032.7538181082 8330366.880114761)"
"Детскосельская улица","1","0.0009279866723937261","MULTILINESTRING ((3387608.486459981 8330532.320290609, 3387635.381248957 8330631.17592733, 3387649.062414375 8330681.44238644, 3387665.392983675 8330741.458207443, 3387673.18534803 8330770.087756503, 3387710.8892595614 8330908.671340753, 3387713.8058302207 8330919.369051623, 3387740.05496615 8331015.847663481, 3387773.78477186 8331139.811515304), (3387514.3546985663 8330186.424197861, 3387529.405093722 8330241.716198795, 3387556.6115772715 8330341.714829372, 3387596.8758370914 8330489.6420610575), (3387596.8758370914 8330489.6420610575, 3387603.465950947 8330513.88150072, 3387608.486459981 8330532.320290609), (3387513.4975384874 8330150.518804175, 3387514.176587381 8330167.1922945315, 3387514.3546985663 8330186.424197861), (3387773.78477186 8331139.811515304, 3387780.0854550395 8331154.700552012, 3387786.59764525 8331168.641129138, 3387796.338100694 8331188.449146304))"
"Детскосельский бульвар","0","0","MULTILINESTRING ((3382394.025476395 8342201.037151412, 3382820.9357235874 8342224.409326588), (3386067.7356518097 8342551.031065127, 3386006.6212513642 8342536.428323793, 3385702.4741386184 8342459.880386685, 3385599.993415395 8342433.370463592, 3385494.451406173 8342406.617629355, 3385475.950106804 8342401.934236468, 3385369.8960279245 8342375.048967796, 3385279.8608237715 8342353.509895481, 3385234.264360342 8342346.617405607, 3385093.5231281323 8342340.166747839, 3385019.952076667 8342336.30077414, 3384914.955532951 8342331.904612216, 3384772.911862699 8342323.929671891, 3384744.2359618703 8342322.58210665, 3384541.3227940523 8342312.97242721, 3384530.0349976853 8342312.000414356, 3384216.392332376 8342297.110960688, 3383988.9554807367 8342286.19793805, 3383666.7857424314 8342270.049345071, 3383513.7437064885 8342262.008198397), (3383513.7437064885 8342262.008198397, 3383442.4435726353 8342257.3469882645, 3383406.743411938 8342255.95525311), (3383406.743411938 8342255.95525311, 3383374.249252576 8342253.348511776), (3382871.2187375785 8342227.568331364, 3382964.6046584058 8342232.693432897, 3383033.46689541 8342236.117532888, 3383341.7105654166 8342251.426592911, 3383374.249252576 8342253.348511776), (3382820.9357235874 8342224.409326588, 3382871.2187375785 8342227.568331364))"
"Детскосельский переулок","0","0","MULTILINESTRING ((3387862.5954616154 8330466.152598038, 3387868.69576971 8330466.30698863, 3387875.486258649 8330467.056885839, 3387881.697886235 8330467.895006345, 3387890.4921260076 8330469.74769411, 3387931.8584487867 8330478.415632323, 3387936.634054942 8330479.165530764, 3388016.4946576366 8330502.01541386, 3388054.332152557 8330513.197766575), (3387608.486459981 8330532.320290609, 3387625.90796029 8330527.379749091, 3387661.3966139555 8330517.542787874, 3387680.8329970473 8330512.0949696945, 3387702.774068683 8330506.470708178, 3387747.6914832178 8330494.64874499, 3387785.4733183933 8330484.10604004, 3387829.6114964928 8330471.8871079385, 3387845.9198018936 8330468.777238556, 3387853.912541333 8330466.902495232, 3387862.5954616154 8330466.152598038))"
"Добрососедская улица","0","0","LINESTRING (3373600.9322944824 8341808.581222392, 3373609.258992393 8341795.570404197, 3373623.340907979 8341791.43963989, 3374284.066613633 8341759.7852499895, 3374402.399232346 8341753.202567667, 3374437.6875109277 8341759.100474038, 3374492.2674572635 8341769.372119974, 3374554.4727887185 8341785.850962445, 3374574.3767136727 8341792.25695671, 3374593.5793258343 8341801.2695373595, 3374625.127269525 8341815.119774654, 3374701.4924402093 8341850.308771894, 3374719.325822635 8341862.41400243, 3374748.6807723567 8341883.156405262, 3374776.232346328 8341899.613411687, 3374826.7936590468 8341948.211497086, 3374873.191622809 8341997.362158767, 3374916.305661593 8342043.575124243)"
"Долгобродская улица","0","0","LINESTRING (3383494.852788901 8333208.837035647, 3383509.0014961814 8333210.580090942, 3383644.889198592 8333240.675439577, 3383759.8599686837 8333259.165164715, 3383911.7442819215 8333283.590206699)"
"Дружная улица","0","0","LINESTRING (3379442.0663514887 8325993.311485625, 3379466.133625398 8325399.665982868)"
"Екатерининская улица","3","0.005715216159388511","LINESTRING (3388133.2799354275 8328553.10385628, 3388150.0557826906 8328557.205173933, 3388192.3571891924 8328579.343508536, 3388225.185307027 8328589.640943747, 3388290.774751002 8328588.847136669, 3388402.6731031477 8328665.604265751, 3388470.0213950775 8328708.051454887, 3388578.7137458883 8328776.562835094, 3388593.6082937564 8328782.714998485)"
"Елизаветинская улица","5","0.0018137952564413707","MULTILINESTRING ((3388505.2985417102 8329414.121788825, 3388540.4977646987 8329333.497709347, 3388574.361153798 8329254.594579648, 3388615.2154069194 8329163.034485898, 3388674.660015003 8329038.8391778255, 3388679.569204547 8329024.571846252, 3388682.2520042746 8329015.155863539, 3388683.932928586 8329002.29986904), (3388682.385587664 8328913.102375712, 3388672.75645171 8328877.247271431, 3388658.7858556155 8328854.0054948125, 3388628.618273611 8328810.366720846, 3388615.4157820027 8328790.52097661, 3388542.3901960426 8328691.050499471, 3388509.784717189 8328633.410716079, 3388500.1889770827 8328610.853264507, 3388494.355835765 8328588.780986081, 3388493.498675686 8328566.201620632, 3388494.7343220334 8328554.934013876), (3388494.7343220334 8328554.934013876, 3388408.7511473442 8328461.2437573755, 3388330.1039270996 8328374.566444324, 3388297.3759968057 8328353.178405951, 3388235.42670018 8328324.271578245, 3388163.7814759053 8328294.4387922585, 3388133.3689910206 8328281.010770468, 3388097.479587189 8328263.415468512, 3388056.2134519513 8328239.800787, 3388029.75280899 8328222.911154453, 3387967.146727368 8328185.251381723, 3387882.644101907 8328142.586707168, 3387798.831657289 8328101.972811733, 3387789.6255354 8328097.607161991, 3387775.131737699 8328090.1987925805, 3387752.288978188 8328078.8437169725, 3387678.4173640977 8328042.86036935, 3387600.4269288476 8328005.840919464, 3387578.0962389945 8327995.544297821, 3387556.3444104935 8327986.548545898, 3387533.0007132743 8327978.787513823, 3387496.944330206 8327968.777558356, 3387462.090197639 8327959.0762928715, 3387423.1395078106 8327949.04431582, 3387308.28005721 8327919.102803768, 3387087.511243068 8327867.003098169, 3387042.805335566 8327856.331853817, 3386932.2539492594 8327835.143746968, 3386827.0904263067 8327816.888069922, 3386809.245911933 8327815.873866963, 3386792.9487384805 8327820.790547817))"
"Железнодорожная улица","6","0.0006489230397742349","MULTILINESTRING ((3387657.734202708 8336076.123329721, 3387660.216627353 8336094.818807081, 3387663.667531567 8336102.01448158, 3387696.606968893 8336157.350777074, 3387763.220552184 8336267.450710467, 3387775.7885226943 8336288.574722542, 3387801.5812487113 8336331.683787291, 3387804.5757430135 8336340.115799677, 3387805.6666740235 8336350.0488109095, 3387804.5868749623 8336360.003908903, 3387798.9095809315 8336386.602407275, 3387788.7127155755 8336433.045160207, 3387747.6914832178 8336608.97401612, 3387705.7240351895 8336786.077020298, 3387670.2019856772 8336934.861836711, 3387655.2295141653 8336999.564299524, 3387610.857565135 8337191.732410406, 3387603.120860525 8337223.278922677), (3386067.7356518097 8342551.031065127, 3386063.7392820898 8342566.1198584465, 3386036.6886458276 8342668.317973005, 3386034.4065962657 8342677.309530678, 3385929.3877886515 8343090.866739435, 3385916.0517136543 8343155.335941737), (3386245.2568437774 8341858.702907746, 3386235.31601325 8341895.615128904, 3386232.6220815727 8341905.511434999, 3386226.588565171 8341928.948944974, 3386199.048123149 8342036.550381404, 3386134.5496101836 8342286.463031526, 3386124.2191614383 8342326.492255656, 3386067.7356518097 8342551.031065127), (3386511.054391945 8340824.97057874, 3386499.031886939 8340871.065773359, 3386480.864546042 8340943.334429576, 3386465.112838094 8341005.090235326, 3386387.4007015713 8341309.680251612, 3386359.236870401 8341420.077907696, 3386351.3554504523 8341451.001916792, 3386338.5314451135 8341501.253707771, 3386306.749730492 8341625.835446785, 3386256.522376246 8341815.318582074, 3386253.0492081335 8341829.610640843, 3386245.2568437774 8341858.702907746), (3386227.356669658 8330336.818526137, 3386237.5090072183 8330334.72326223, 3386264.982657546 8330334.6129852, 3386284.6528115696 8330340.810556908, 3386303.2209026334 8330351.683889231, 3386371.860500657 8330465.138031365, 3386523.1882164413 8330699.109617184, 3386568.0944990274 8330765.080885914, 3386573.7272652616 8330784.512856386, 3386577.467600152 8330818.855294673, 3386579.3266356485 8330858.645962298, 3386573.3487789924 8330969.019867133, 3386570.287492996 8331023.016334903, 3386569.897874778 8331040.728497503, 3386558.109140703 8331244.917727288), (3388584.8474498307 8333706.882171374, 3388600.3653868474 8333730.337809645, 3388607.912848323 8333749.181810057, 3388611.8646902465 8333771.092985732, 3388612.30996821 8333787.20094082, 3388609.9499950046 8333804.368087785), (3387352.5963464943 8338225.044582916, 3387337.1674650703 8338274.943240482, 3387319.64577722 8338348.665812168, 3387314.3914972544 8338375.138996668, 3387310.0723010115 8338398.057476565), (3387603.120860525 8337223.278922677, 3387571.728764121 8337348.848181133, 3387540.2476121252 8337474.883185881, 3387514.421490261 8337578.291336522, 3387478.0200167713 8337724.619434316, 3387423.7072372134 8337942.417000548, 3387421.503111296 8337954.692452449), (3387421.503111296 8337954.692452449, 3387419.2433256325 8337968.491321115, 3387396.1111354465 8338059.476186982, 3387389.8661120124 8338084.424914323, 3387380.4484830913 8338122.157264728, 3387364.7079070937 8338185.236293887, 3387352.5963464943 8338225.044582916), (3387088.201423912 8339253.775785027, 3387140.8332791585 8339048.062243537, 3387148.169233602 8339019.378511265, 3387234.341651425 8338682.910530405, 3387266.2680813847 8338557.804348069, 3387275.27382819 8338534.245055266), (3387275.27382819 8338534.245055266, 3387283.177512036 8338516.9344325345, 3387284.613533467 8338511.083274587, 3387303.638034444 8338433.296434113, 3387310.0723010115 8338398.057476565), (3383322.597008847 8355419.779043605, 3383324.678683325 8355437.7268692525, 3383289.969266096 8355526.293720795, 3383279.9059841284 8355554.244949325, 3383274.774155603 8355588.547868539, 3383279.2603310817 8355607.602655772, 3383293.1641354817 8355626.989458435, 3383312.4335393384 8355643.941886977, 3383345.473164206 8355659.168122314, 3383383.2995271767 8355670.233720029, 3383391.3479263615 8355672.579628877), (3383391.3479263615 8355672.579628877, 3383528.782969695 8355714.385620098, 3383568.746666889 8355746.34335066, 3383575.381308541 8355759.312386058), (3388609.9499950046 8333804.368087785, 3388601.7457485334 8333828.552208264, 3388579.069968259 8333871.492456695, 3388543.50339095 8333962.669598114, 3388540.052486736 8333972.290485065, 3388531.0912677264 8333995.769032427, 3388505.5323126405 8334090.588699567, 3388484.8714151494 8334179.407387983, 3388462.908079616 8334299.959778343), (3383343.0909271026 8355236.762401036, 3383306.5113424277 8355349.935639383, 3383304.273820663 8355362.328590629, 3383305.988140821 8355377.642766269, 3383313.402018908 8355391.142282712, 3383318.3780001462 8355402.229608945, 3383322.597008847 8355419.779043605), (3388462.908079616 8334299.959778343, 3388452.9561171387 8334358.416148734), (3386684.0003528413 8340140.202592157, 3386678.1783434725 8340160.321784672), (3386688.1859656954 8340123.19738985, 3386684.0003528413 8340140.202592157), (3386678.1783434725 8340160.321784672, 3386651.406005937 8340261.824057163, 3386613.4571915255 8340421.125366908, 3386567.081491661 8340605.3652721075, 3386533.1958386637 8340735.630208617, 3386530.635490375 8340748.2195155, 3386526.383085827 8340764.916945107, 3386511.054391945 8340824.97057874), (3388199.3703171117 8332382.388323088, 3388191.566820807 8332373.784335214, 3388034.250116418 8332200.4050842095, 3387961.525093083 8332135.435793279))"
"Железнодорожный переулок","0","0","LINESTRING (3379389.078273871 8340748.5508133415, 3379340.1088298713 8340877.5372348325, 3379334.0753134694 8340889.199131941, 3379325.4703168315 8340891.275304949, 3379307.748253897 8340893.506087235, 3379288.534509786 8340890.502261739, 3379234.5111609045 8340865.676574277)"
"Жихаревский переулок","0","0","LINESTRING (3402623.025607247 8339789.549991064, 3402305.275252727 8339421.7558732405)"
"Жуковско-Волынская улица","3","0.0033126711973612477","LINESTRING (3386822.0587853226 8337589.793485449, 3386858.026112798 8337566.811282513, 3386895.184558825 8337542.349996184, 3387097.8194279163 8337408.984425894, 3387180.59660127 8337354.190661768, 3387255.236319847 8337305.35788337, 3387263.373774624 8337300.037514271, 3387325.779481163 8337258.99794947, 3387335.9318187227 8337252.286821244, 3387353.8765206393 8337240.498209455, 3387407.677230539 8337204.86757584, 3387428.0041695577 8337191.533727409, 3387436.4199230624 8337187.626296254, 3387445.3254823256 8337186.390047281, 3387455.7449866636 8337186.897792371, 3387593.692099654 8337220.9609448295, 3387603.120860525 8337223.278922677)"
"Забалканский проезд","0","0","LINESTRING (3384704.1609451845 8360051.300861676, 3384690.7024187483 8360035.401231298, 3384620.18152133 8359940.912073494, 3384487.844910675 8359754.88246846, 3384465.7813875997 8359722.043781113, 3384284.2638259125 8359442.55548778)"
"Западный переулок","0","0","LINESTRING (3375566.6007309603 8339726.059755435, 3375290.7399008255 8339869.316584238)"
"Захаржевская улица","9","0.0076708375802049785","LINESTRING (3384622.619418178 8334805.118417432, 3384643.7923853276 8334811.915597661, 3384649.2359084273 8334813.703168827, 3384707.6563771954 8334832.9471722115, 3384736.0985070933 8334842.723674789, 3384757.850335594 8334849.476751843, 3384786.6932156584 8334858.789829024, 3384803.402271227 8334864.174646777, 3384966.218158461 8334916.63268742, 3385034.2788951322 8334939.121124354, 3385058.4018287873 8334946.889471768, 3385083.2372071827 8334954.657827353, 3385107.9612660883 8334962.713091058, 3385132.4070262667 8334970.658017291, 3385149.672679289 8334976.153262934, 3385270.910736711 8335015.701496744, 3385401.354916023 8335058.096908876, 3385470.996389463 8335080.276802388, 3385545.8364831237 8335104.310612927, 3385569.013201107 8335111.748088967, 3385607.618800514 8335124.151255576, 3385718.8603676637 8335159.860132674, 3385737.52864627 8335169.592928251)"
"Звериницкая улица","1","0.0004332246301564981","MULTILINESTRING ((3390332.2851565587 8329879.226994735, 3390338.1182978754 8329867.207549047, 3390343.461633434 8329857.569952592), (3390556.79430559 8329714.0440312745, 3390594.5316129695 8329689.255878531, 3390604.7284783255 8329682.551623751, 3390666.2658928367 8329642.612916234, 3390682.7634413717 8329632.115533629, 3390855.676006421 8329520.394314264, 3390856.889388871 8329519.622460156, 3390921.521485225 8329478.44967361, 3391078.8493215633 8329378.462726131, 3391190.0574928657 8329305.557348781, 3391213.356662289 8329290.275096818, 3391254.2331793075 8329263.305196805, 3391269.32810226 8329253.7345445845, 3391291.5697365203 8329239.643215151, 3391406.7074858476 8329161.843682902, 3391594.948744779 8329040.118167164, 3391631.684176741 8329016.037922298, 3391662.8091063662 8328995.640340376, 3391736.625060711 8328947.237655113, 3391758.6217920925 8328932.816141864, 3391773.549735808 8328923.047456985, 3391954.176741569 8328800.532045372), (3390343.461633434 8329857.569952592, 3390347.1463085786 8329852.343160689, 3390350.875511521 8329848.020584524, 3390355.1279160692 8329844.0729278885, 3390357.6660004593 8329842.440936378, 3390530.9681837265 8329730.628322247, 3390556.79430559 8329714.0440312745), (3391954.176741569 8328800.532045372, 3392216.2339548455 8328626.332564039, 3392251.2884624964 8328603.576681916))"
"Зеленецкий переулок","0","0","LINESTRING (3402809.07387221 8339802.358522156, 3402553.9518632097 8340031.171214643, 3402327.873109358 8340233.820244721)"
"Зелёная улица","0","0","MULTILINESTRING ((3380332.4107708023 8340235.233683811, 3380242.008212329 8340203.276775409, 3380101.422827406 8340144.641618946, 3380098.4172011544 8340143.449044322, 3380093.708386694 8340141.593928623, 3380086.4837517417 8340138.745001854, 3379977.5353661026 8340097.005037972, 3379937.1931826384 8340081.567936486, 3379919.9052657187 8340074.942580938, 3379896.1942141796 8340065.843769008, 3379871.9154332373 8340056.546208202, 3379856.108065545 8340048.617893624, 3379850.831521682 8340041.307950957, 3379832.2077708715 8340031.92208352, 3379753.99469664 8340001.688629279, 3379742.3840737506 8339997.205519866, 3379707.429753641 8339983.689955251, 3379704.1903564595 8339982.431153924, 3379657.6476773582 8339964.830042048, 3379604.492620505 8339944.733466228, 3379554.654884477 8339925.895736575, 3379542.5210599806 8339921.302252926), (3386271.2722087763 8330845.632361166, 3386271.127493438 8330887.695049554, 3386263.1792817954 8330990.812511693))"
"Земледельческая улица","0","0","LINESTRING (3378178.9908811515 8338246.130036465, 3378101.011577851 8338290.597357837, 3378003.5290997634 8338345.883814971, 3377928.9005131354 8338388.210028515, 3377892.487907697 8338408.876436875, 3377836.2604328976 8338440.759342685, 3377727.300915309 8338500.197925155, 3377622.4379549813 8338558.864186813, 3377570.963822439 8338587.811091302, 3377544.6590267643 8338602.560587414, 3377410.6192279 8338677.677490192, 3377107.640969808 8338848.029205612, 3376789.2783580883 8339027.9460809035)"
"Земляничная улица","0","0","LINESTRING (3380685.2490288205 8324947.757679132, 3380727.517039475 8324743.896659409)"
"Изборская улица","0","0","MULTILINESTRING ((3392062.646453398 8342853.718595492, 3392034.7609209544 8342878.705617811, 3391884.735643212 8343013.164202881, 3391648.660399087 8343224.754745752, 3391622.5782423937 8343248.130161455), (3391605.679943691 8343237.569236686, 3391635.736206206 8343210.791394736, 3391872.757666003 8342999.598930605, 3392023.8738747546 8342864.941756858, 3392051.169413897 8342840.6175645245))"
"Изумрудная улица","0","0","LINESTRING (3373837.94262233 8342274.26874147, 3373863.245542587 8342274.7768364865, 3373887.5020596315 8342277.6928607365, 3373933.5215371246 8342288.82678211, 3374117.5771832024 8342336.168226505, 3374368.1128291823 8342404.452664348, 3374431.1975846146 8342430.962483623, 3374484.9871625653 8342459.151362527, 3374524.861804168 8342482.148795634, 3374662.4304308905 8342589.736201536)"
"Институтская улица","0","0","MULTILINESTRING ((3378758.8541086935 8339037.065695593, 3378642.836935389 8339105.496287121, 3378621.819815527 8339118.281550224, 3378591.9973239442 8339136.410605449, 3378587.299641432 8339139.259145578, 3378506.136600695 8339188.611933856, 3378493.8691928093 8339196.075605712, 3378482.0581948366 8339203.252220385, 3378341.8512961823 8339288.488854062, 3378320.9454958113 8339300.678214718, 3378209.8375120503 8339368.735848141, 3378192.048657422 8339379.556230512, 3378118.934015868 8339420.960901289, 3378101.6572308973 8339430.743478739, 3378085.326661598 8339439.996086495, 3378042.5020534904 8339464.242831968, 3377999.8666885165 8339488.4013260305, 3377980.7086041505 8339499.243966518, 3377910.020727497 8339539.280167981, 3377878.973721515 8339556.858182693, 3377624.486233612 8339707.067999702, 3377613.9888056302 8339720.759725667), (3378762.071241978 8339034.747148421, 3378758.8541086935 8339037.065695593), (3378768.9285226106 8339029.469696134, 3378762.071241978 8339034.747148421))"
