Название улицы,contains_kgiop_objects,density,WKT
"Железнодорожная улица","6","0.0006489230397742349","MULTILINESTRING ((30.4318472 59.71282009999997, 30.4318695 59.7129048, 30.4319005 59.71293739999999, 30.4321964 59.7131881, 30.4327948 59.713686899999985, 30.4329077 59.7137826, 30.4331394 59.71397789999999, 30.43316629999999 59.714016099999974, 30.4331761 59.71406109999999, 30.433166399999987 59.71410619999998, 30.433115399999988 59.71422669999996, 30.4330238 59.714437099999984, 30.432655299999986 59.71523409999999, 30.4322783 59.71603639999998, 30.4319592 59.71671039999998, 30.4318247 59.71700349999998, 30.4314261 59.717874, 30.431356599999987 59.71801689999998), (30.417564 59.742141899999986, 30.4175281 59.74221019999999, 30.4172851 59.74267279999997, 30.417264599999985 59.74271349999999, 30.416321199999988 59.74458539999998, 30.416201399999984 59.744877199999976), (30.4191587 59.73900789999998, 30.4190694 59.739175, 30.4190452 59.73921979999999, 30.418991 59.73932589999997, 30.41874359999999 59.739813, 30.41816419999999 59.74094429999997, 30.4180714 59.7411255, 30.417564 59.742141899999986), (30.4215464 59.734327899999975, 30.4214384 59.7345366, 30.4212752 59.734863799999985, 30.421133699999988 59.735143399999984, 30.420435599999987 59.7365224, 30.4201826 59.737022199999984, 30.420111799999987 59.73716219999998, 30.4199966 59.73738969999997, 30.4197111 59.7379537, 30.4192599 59.73881149999997, 30.4192287 59.738876199999986, 30.4191587 59.73900789999998), (30.418997899999987 59.686808, 30.4190891 59.68679849999997, 30.4193359 59.686798, 30.4195126 59.686826099999976, 30.41967939999999 59.6868754, 30.420296 59.6873898, 30.4216554 59.688450599999975, 30.4220588 59.688749699999974, 30.4221094 59.6888378, 30.422143 59.68899349999999, 30.4221597 59.68917389999998, 30.422106 59.68967429999998, 30.4220785 59.68991909999997, 30.422075 59.6899994, 30.4219691 59.6909251), (30.4401756 59.7020845, 30.440315 59.702190799999975, 30.4403828 59.70227619999997, 30.4404183 59.70237549999999, 30.4404223 59.70244849999999, 30.44040109999999 59.7025263), (30.429106099999988 59.72255439999997, 30.428967499999985 59.72278039999998, 30.42881009999999 59.72311429999998, 30.4287629 59.72323419999997, 30.4287241 59.723338), (30.431356599999987 59.71801689999998, 30.431074599999985 59.718585699999984, 30.4307918 59.7191566, 30.4305598 59.719625, 30.4302328 59.72028779999996, 30.42974489999999 59.721274299999976, 30.4297251 59.72132989999998), (30.4297251 59.72132989999998, 30.4297048 59.72139239999997, 30.429497 59.72180449999997, 30.4294409 59.721917499999975, 30.4293563 59.7220884, 30.4292149 59.72237409999998, 30.429106099999988 59.72255439999997), (30.426731 59.72721339999999, 30.427203799999987 59.7262818, 30.42726969999999 59.7261519, 30.4280438 59.7246281, 30.4283306 59.7240615, 30.4284115 59.7239548), (30.4284115 59.7239548, 30.4284825 59.72387639999999, 30.42849539999999 59.72384989999998, 30.4286663 59.7234976, 30.4287241 59.723338), (30.392904 59.8003421, 30.3929227 59.80042319999997, 30.3926109 59.800823399999985, 30.39252049999999 59.800949699999975, 30.3924744 59.80110469999999, 30.3925147 59.80119079999997, 30.3926396 59.80127839999999, 30.3928127 59.801355, 30.3931095 59.8014238, 30.3934493 59.80147379999999, 30.39352159999999 59.801484399999985), (30.39352159999999 59.801484399999985, 30.3947562 59.801673299999976, 30.39511519999999 59.80181769999997, 30.3951748 59.80187629999999), (30.44040109999999 59.7025263, 30.4403274 59.70263589999997, 30.4401237 59.70283049999997, 30.4398042 59.70324369999997, 30.4397732 59.70328729999998, 30.439692699999988 59.70339369999998, 30.439463099999987 59.70382339999998, 30.4392775 59.70422589999998, 30.4390802 59.70477219999999), (30.3930881 59.79951509999997, 30.392759499999986 59.80002649999997, 30.3927394 59.80008249999999, 30.3927548 59.80015169999998, 30.3928214 59.80021269999999, 30.3928661 59.8002628, 30.392904 59.8003421), (30.4390802 59.70477219999999, 30.4389908 59.70503709999998), (30.4231 59.7312274, 30.423047699999987 59.73131849999997), (30.4231376 59.73115039999997, 30.4231 59.7312274), (30.423047699999987 59.73131849999997, 30.4228072 59.7317781, 30.42246629999999 59.73249939999997, 30.4220497 59.7333336, 30.4217453 59.73392339999998, 30.4217223 59.733980399999986, 30.4216841 59.734056, 30.4215464 59.734327899999975), (30.4367128 59.69608139999997, 30.436642699999982 59.69604239999999, 30.4352295 59.69525649999997, 30.434576199999988 59.694962))"
"Железнодорожный переулок","0","0","LINESTRING (30.3575686 59.73398190000001, 30.3571287 59.73456589999998, 30.357074499999985 59.734618699999984, 30.3569972 59.73462809999999, 30.356838 59.734638199999985, 30.356665399999983 59.73462459999999, 30.3561801 59.73451219999998)"
"Жихаревский переулок","0","0","LINESTRING (30.5662827 59.729639599999985, 30.5634283 59.7279741)"
"Жуковско-Волынская улица","3","0.0033126711973612477","LINESTRING (30.42434019999999 59.71967709999998, 30.4246633 59.719573, 30.424997099999988 59.71946219999999, 30.4268174 59.7188581, 30.427561 59.7186099, 30.4282315 59.718388699999984, 30.4283046 59.7183646, 30.4288652 59.7181787, 30.428956399999986 59.71814829999998, 30.4291176 59.7180949, 30.429600899999986 59.71793349999997, 30.429783499999985 59.7178731, 30.4298591 59.71785539999997, 30.4299391 59.717849799999975, 30.4300327 59.71785209999999, 30.43127189999998 59.718006399999965, 30.431356599999987 59.71801689999998)"
"Забалканский проезд","0","0","LINESTRING (30.40531479999999 59.82126379999997, 30.4051939 59.821192, 30.4045604 59.82076529999997, 30.4033716 59.819925199999986, 30.40317339999999 59.81977689999999, 30.4015428 59.8185147)"
"Западный переулок","0","0","LINESTRING (30.3232307 59.7293521, 30.3207526 59.73000079999997)"
"Захаржевская улица","9","0.0076708375802049785","LINESTRING (30.404582299999984 59.707061299999985, 30.4047725 59.7070921, 30.4048214 59.7071002, 30.405346199999986 59.707187399999974, 30.4056017 59.70723169999999, 30.405797099999983 59.70726229999997, 30.406056199999988 59.7073045, 30.4062063 59.707328899999986, 30.4076689 59.70756659999998, 30.4082803 59.70766849999997, 30.408497 59.707703699999975, 30.40872009999999 59.7077389, 30.4089422 59.70777539999998, 30.4091618 59.70781139999998, 30.4093169 59.707836299999975, 30.410406 59.70801549999997, 30.4115778 59.70820759999997, 30.41220339999999 59.70830809999998, 30.4128757 59.708417, 30.4130839 59.708450699999986, 30.4134307 59.70850689999999, 30.41443 59.70866869999997, 30.4145977 59.7087128)"
"Звериницкая улица","1","0.0004332246301564981","MULTILINESTRING ((30.4558731 59.68473319999997, 30.45592549999999 59.68467869999997, 30.4559735 59.684635), (30.4578899 59.68398419999998, 30.4582289 59.683871799999984, 30.45832049999999 59.6838414, 30.4588733 59.683660299999985, 30.4590215 59.68361269999997, 30.4605748 59.68310609999999, 30.4605857 59.6831026, 30.461166299999984 59.68291589999998, 30.4625796 59.6824625, 30.463578599999988 59.68213189999997, 30.4637879 59.68206259999997, 30.46415509999998 59.6819403, 30.4642907 59.681896899999984, 30.4644905 59.681833, 30.4655248 59.68148019999998, 30.467215799999988 59.6809282, 30.4675458 59.680819, 30.467825399999985 59.6807265, 30.46848849999998 59.680507, 30.4686861 59.68044159999997, 30.4688202 59.68039729999999, 30.470442799999987 59.67984169999998), (30.4559735 59.684635, 30.456006599999984 59.68461129999998, 30.4560401 59.684591699999984, 30.4560783 59.68457379999999, 30.4561011 59.6845664, 30.4576579 59.684059399999974, 30.4578899 59.68398419999998), (30.470442799999987 59.67984169999998, 30.4727969 59.67905169999999, 30.4731118 59.67894849999996))"
"Зеленецкий переулок","0","0","LINESTRING (30.567954 59.72969759999997, 30.565662199999984 59.73073369999998, 30.5636313 59.7316513)"
"Зелёная улица","0","0","MULTILINESTRING ((30.3660427 59.73165769999997, 30.3652306 59.731513, 30.36396769999999 59.7312475, 30.3639407 59.73124209999998, 30.36389839999999 59.73123369999998, 30.3638335 59.73122079999998, 30.3628548 59.73103179999998, 30.362492399999983 59.730961899999976, 30.3623371 59.7309319, 30.3621241 59.730890699999975, 30.361906 59.7308486, 30.361764 59.73081269999997, 30.3617166 59.7307796, 30.3615493 59.7307371, 30.36084669999999 59.730600199999984, 30.3607424 59.73057989999998, 30.360428399999986 59.73051869999998, 30.3603993 59.730513, 30.359981199999982 59.73043329999999, 30.3595037 59.73034229999997, 30.359056 59.730257, 30.358947 59.73023619999997), (30.4193924 59.689114899999986, 30.4193911 59.689305599999976, 30.4193197 59.689773099999975))"
"Земледельческая улица","0","0","LINESTRING (30.3466982 59.72264989999998, 30.3459977 59.72285129999998, 30.345122 59.7231017, 30.3444516 59.7232934, 30.3441245 59.723387, 30.3436194 59.7235314, 30.3426406 59.72380059999998, 30.3416986 59.724066299999976, 30.3412362 59.7241974, 30.3409999 59.72426419999997, 30.3397958 59.7246044, 30.3370741 59.725375899999975, 30.3342142 59.72619069999997)"
"Земляничная улица","0","0","LINESTRING (30.3692123 59.6623649, 30.369592 59.66143989999998)"
"Изборская улица","0","0","MULTILINESTRING ((30.471417199999987 59.743512, 30.4711667 59.74362509999999, 30.469819 59.74423369999999, 30.4676983 59.7451914, 30.467464 59.74529719999998), (30.467312199999984 59.7452494, 30.4675822 59.745128199999975, 30.4697114 59.74417229999999, 30.4710689 59.74356279999998, 30.4713141 59.74345269999998))"
"Изумрудная улица","0","0","LINESTRING (30.3077019 59.74088909999998, 30.3079292 59.74089139999999, 30.3081471 59.740904599999986, 30.308560499999984 59.740955, 30.310213899999987 59.7411693, 30.3124645 59.74147839999998, 30.3130312 59.74159839999997, 30.31351439999999 59.741726, 30.3138726 59.7418301, 30.3151084 59.74231709999997)"
"Институтская улица","0","0","MULTILINESTRING ((30.351907199999985 59.726232, 30.350865 59.7265419, 30.3506762 59.72659979999998, 30.3504083 59.726681899999974, 30.350366099999988 59.7266948, 30.349637 59.7269183, 30.3495268 59.72695209999996, 30.3494207 59.7269846, 30.34816119999999 59.72737059999998, 30.3479734 59.72742579999998, 30.3469753 59.727734, 30.3468155 59.727783, 30.346158699999986 59.7279705, 30.346003499999988 59.728014799999976, 30.34585679999999 59.7280567, 30.3454721 59.728166499999986, 30.3450891 59.7282759, 30.344917 59.728325, 30.344282 59.72850629999997, 30.3440031 59.7285859, 30.341717 59.72926609999997, 30.341622699999988 59.72932809999998), (30.3519361 59.7262215, 30.351907199999985 59.726232), (30.3519977 59.72619759999997, 30.3519361 59.7262215))"
"Интернациональная улица","0","0","MULTILINESTRING ((30.3435917 59.7377708, 30.3431651 59.737714, 30.3427885 59.737621, 30.3422468 59.73749479999998, 30.3416482 59.737398599999985, 30.341193299999986 59.73728229999998, 30.34087849999998 59.73717589999996, 30.340248099999986 59.73695949999998, 30.3376622 59.7359823, 30.336972 59.73573459999997, 30.3369598 59.7357302), (30.3369598 59.7357302, 30.3362498 59.735475399999984, 30.3360245 59.73536259999999, 30.33584409999999 59.73524809999997))"
"КАД","0","0","MULTILINESTRING ((30.4351044 59.82579119999997, 30.4367288 59.826527599999984, 30.4373859 59.826901, 30.4380242 59.8273212, 30.441811699999985 59.83010969999999, 30.4425601 59.830638), (30.4420336 59.83062869999998, 30.44148 59.830233, 30.4396684 59.828897199999986), (30.3716667 59.815321699999984, 30.37028869999999 59.81520759999997), (30.4266202 59.8235, 30.4284596 59.823896199999986, 30.4311283 59.8245082, 30.4323162 59.8248031, 30.4328442 59.82496489999998), (30.40525459999999 59.818934, 30.403061 59.818579499999984, 30.3997879 59.81814729999997, 30.3949289 59.81761549999999, 30.3856802 59.8166963), (30.3714347 59.81511309999997, 30.3726635 59.81521879999998), (30.4323796 59.8250238, 30.430956 59.82464509999997, 30.4296397 59.82435029999997, 30.42834739999999 59.82405439999997, 30.426522599999988 59.823651899999966), (30.37028869999999 59.81520759999997, 30.3688687 59.81515669999997, 30.3676339 59.81512809999999, 30.3663436 59.815134, 30.3651788 59.81516089999998, 30.3642896 59.81520449999997), (30.38374149999999 59.81632959999998, 30.38482 59.816439399999986, 30.388393 59.81679759999997), (30.3856802 59.8166963, 30.383593199999982 59.81648929999998), (30.3642896 59.81520449999997, 30.3633664 59.81524629999998), (30.3633664 59.81524629999998, 30.3628282 59.81526309999999), (30.3725672 59.81540219999999, 30.3716667 59.815321699999984), (30.3628025 59.81508049999998, 30.3633353 59.81505709999998), (30.368539799999986 59.814950199999984, 30.3700844 59.81501379999999, 30.3714347 59.81511309999997), (30.3633353 59.81505709999998, 30.3642354 59.815006, 30.3652863 59.81497319999997, 30.3661424 59.8149527, 30.3669202 59.8149414, 30.368539799999986 59.814950199999984), (30.383593199999982 59.81648929999998, 30.37729769999999 59.81586239999997, 30.3725672 59.81540219999999), (30.3726635 59.81521879999998, 30.3773325 59.815674899999976, 30.381878699999987 59.81615259999998, 30.38374149999999 59.81632959999998), (30.388393 59.81679759999997, 30.3949933 59.817448499999976, 30.3999114 59.81794809999998, 30.4033453 59.8184237, 30.4046575 59.81864329999998), (30.437671 59.8273935, 30.437115 59.8270197, 30.4364874 59.82667719999998, 30.4354448 59.82618219999998), (30.4354448 59.82618219999998, 30.434921 59.8259472, 30.4343577 59.82571259999998, 30.4338132 59.8254808, 30.4331916 59.8252665, 30.432697399999988 59.82511, 30.4323796 59.8250238), (30.42494429999999 59.82312229999997, 30.4266202 59.8235), (30.4053616 59.818761199999976, 30.4059601 59.81887829999999, 30.408775 59.81942919999998, 30.411708 59.820056299999976, 30.419255399999987 59.821798, 30.420336 59.822047399999974, 30.42494429999999 59.82312229999997), (30.4328442 59.82496489999998, 30.4351044 59.82579119999997), (30.4396684 59.828897199999986, 30.4386932 59.82814569999998, 30.437671 59.8273935), (30.426522599999988 59.823651899999966, 30.423292 59.822922), (30.423292 59.822922, 30.4115244 59.820263199999985, 30.4084708 59.81956849999999, 30.4060795 59.81908459999998, 30.40525459999999 59.818934), (30.4046575 59.81864329999998, 30.4053616 59.818761199999976))"
"Кабельная улица","0","0","LINESTRING (30.4460669 59.72740149999998, 30.447939299999987 59.727990299999966, 30.4499088 59.72814269999998, 30.4516067 59.72829389999997, 30.4534146 59.728510099999966, 30.4540503 59.72861729999998, 30.4554283 59.72868669999996, 30.4557612 59.7286439, 30.4561263 59.728595699999985)"
"Кадетский бульвар","7","0.003743505507446098","MULTILINESTRING ((30.404582299999984 59.707061299999985, 30.4050256 59.706451, 30.4053732 59.70597209999998, 30.4054013 59.70593339999998, 30.4059353 59.705197699999985, 30.4061871 59.70485079999999, 30.4064163 59.704535, 30.4068044 59.70400029999997, 30.4068587 59.703925499999976, 30.4069834 59.7037537, 30.407035 59.70368259999998, 30.4072542 59.7033805, 30.4073867 59.703197899999985), (30.4074909 59.702883599999986, 30.4075766 59.70297449999998, 30.407570299999986 59.70303749999997, 30.407549 59.70308279999997, 30.4075121 59.703133, 30.4073867 59.703197899999985), (30.4073867 59.703197899999985, 30.4073866 59.703112, 30.4074215 59.70301179999998, 30.4074418 59.70295859999999, 30.4074909 59.702883599999986), (30.4037747 59.7081615, 30.4037338 59.7082185, 30.4030827 59.70911619999998, 30.40251969999999 59.709889899999986, 30.4024025 59.71005089999996, 30.402126399999986 59.710432199999985, 30.40206489999999 59.710519199999986), (30.404582299999984 59.707061299999985, 30.404016199999987 59.70783989999998, 30.4037747 59.7081615))"
"Казанская дорога","1","0.0007113040045448006","MULTILINESTRING ((30.3935756 59.70022729999999, 30.3935472 59.700191899999986, 30.3927203 59.69922759999997, 30.392328 59.698765, 30.3920349 59.698412599999976, 30.3912515 59.6974706, 30.3908169 59.696948, 30.38975029999999 59.69572519999998, 30.3894895 59.6953883, 30.389294 59.69517, 30.3892331 59.695102399999975, 30.3889208 59.69473049999998), (30.3935756 59.70022729999999, 30.3937227 59.70025269999998, 30.3943453 59.700219899999965))"
"Казарменный переулок","1","0.002303547190419756","LINESTRING (30.4506986 59.67828849999998, 30.450895 59.67833959999999, 30.4509875 59.67833289999999, 30.451061 59.67832109999998, 30.4511887 59.6783078, 30.4523446 59.67835829999998, 30.454562 59.67834429999997)"
"Каменная улица","16","0.027025615981291492","LINESTRING (30.384763 59.69237149999997, 30.384567599999983 59.69250329999998, 30.3844613 59.69263739999999, 30.3844199 59.69275809999998, 30.384511499999988 59.692917499999986, 30.3847067 59.69315069999998, 30.38525849999999 59.69378329999998, 30.3857136 59.6943365, 30.38575259999999 59.6943839, 30.386137199999986 59.69483559999998)"
"Камероновская улица","0","0","MULTILINESTRING ((30.4003247 59.701697399999986, 30.40041 59.7015768, 30.40042659999998 59.7015531, 30.4007086 59.70111569999998, 30.4009466 59.70079329999999, 30.4014703 59.7000802, 30.4020112 59.69934429999998, 30.4020794 59.69926949999997, 30.4022149 59.6991965, 30.4024047 59.69915249999998, 30.40272649999999 59.699076699999985, 30.4033992 59.6989224, 30.4042433 59.6987259, 30.4043278 59.69870319999997, 30.4043902 59.69868319999998, 30.4044445 59.69865989999998, 30.4045162 59.69861729999998, 30.404571899999986 59.698573299999985, 30.4046175 59.698515399999984, 30.404689899999987 59.69841379999997), (30.40961349999999 59.6889805, 30.409796199999988 59.68872739999998, 30.40984789999999 59.6886559, 30.4098909 59.688597, 30.4099412 59.68852819999998, 30.4103289 59.68799849999997, 30.4106829 59.6875188, 30.4107441 59.68743579999998, 30.4107958 59.68736589999998, 30.4113578 59.686605499999985), (30.4083439 59.6907304, 30.4087599 59.6901572, 30.4089293 59.68990419999999, 30.40961349999999 59.6889805), (30.4046672 59.69579989999997, 30.404940699999987 59.6958912, 30.4052626 59.69602659999998, 30.405443899999987 59.6961328, 30.40559909999999 59.69623329999997, 30.4057198 59.6963399))"
"Карлинский путепровод","0","0","MULTILINESTRING ((30.280656 59.718646599999985, 30.283842199999988 59.71794849999998), (30.2839289 59.718052, 30.2807426 59.718749899999985))"
"Каталинская улица","5","0.008274182334611127","LINESTRING (30.3865889 59.69402959999998, 30.3861813 59.6935226, 30.38597 59.693325, 30.385827199999987 59.69319969999997, 30.385617199999984 59.69297309999998, 30.3854892 59.6928747, 30.385218499999983 59.69261529999998, 30.385072 59.6925185, 30.3849247 59.69244259999997, 30.384763 59.69237149999997, 30.3845491 59.692235899999986, 30.38443649999999 59.692127599999985, 30.3842459 59.69191329999999, 30.3840123 59.691642499999965)"
"Катлинская дорога","0","0","MULTILINESTRING ((30.3787645 59.66623349999997, 30.3784231 59.666346199999985, 30.377541499999985 59.66651679999999, 30.3773301 59.66655059999997, 30.3772349 59.666554099999985, 30.377007899999988 59.66656429999998, 30.3764104 59.666481799999985, 30.3759932 59.66643889999998, 30.3754938 59.6664184, 30.373192299999985 59.6662589, 30.37083429999998 59.6660697, 30.3652551 59.66566759999996), (30.3652551 59.66566759999996, 30.3650689 59.66564739999997, 30.3604426 59.66533), (30.365998 59.68418649999999, 30.3695404 59.68540749999997, 30.3702811 59.68566079999999, 30.3705007 59.685716399999976, 30.370880899999985 59.68572729999998, 30.371192 59.6857125, 30.3734822 59.685564699999986, 30.3760157 59.68540079999999, 30.379084899999988 59.6852154, 30.3793238 59.68520009999999, 30.38262119999999 59.684988199999985, 30.38394159999999 59.68489849999998, 30.3895761 59.684515599999976, 30.392279 59.68433189999997, 30.39252439999999 59.68432389999999, 30.392650799999988 59.684327, 30.392818 59.684362099999966, 30.39294909999999 59.684427199999966, 30.3930453 59.684528299999975, 30.3933978 59.6852164, 30.393436399999988 59.6852887, 30.393488499999986 59.68538289999998), (30.3616596 59.67916029999997, 30.364591699999984 59.6809238, 30.364829599999986 59.681087, 30.365046699999986 59.68128029999997, 30.3651553 59.68150149999998, 30.3655475 59.6835121, 30.3656395 59.683729399999976, 30.36583009999999 59.68400889999999, 30.365998 59.68418649999999), (30.364005899999988 59.66978739999996, 30.363374399999987 59.67197789999997, 30.36292549999999 59.67368439999998, 30.362464 59.67543829999998, 30.361837899999987 59.67782159999999), (30.3652551 59.66566759999996, 30.3650258 59.66638649999999, 30.3648114 59.66709489999998, 30.36459759999999 59.66779779999999, 30.3643892 59.668524199999986, 30.3641618 59.66925159999999, 30.3640309 59.6696943, 30.364005899999988 59.66978739999996), (30.3839725 59.66389609999999, 30.3813525 59.66509389999998, 30.3810054 59.66527179999998, 30.3805273 59.665535, 30.380397 59.66559259999999, 30.3794244 59.6660111, 30.37889249999998 59.666195399999985, 30.3787645 59.66623349999997), (30.3902667 59.661034599999965, 30.38781769999999 59.66214119999998, 30.386540799999988 59.66272879999997, 30.3857709 59.66306809999998, 30.385681299999987 59.66310829999998, 30.3839725 59.66389609999999), (30.361837899999987 59.67782159999999, 30.3615517 59.67891069999999, 30.3615512 59.67904039999998, 30.3616596 59.67916029999997))"
"Кедринская улица","2","0.0010911442663375163","MULTILINESTRING ((30.419398099999984 59.70014329999997, 30.4196915 59.700219199999985, 30.41998189999999 59.70028819999999, 30.4204888 59.70042649999998, 30.4210871 59.700588499999974, 30.4214823 59.7006924, 30.4219664 59.7008034, 30.4220691 59.70082819999999, 30.4222036 59.700864), (30.4099383 59.699277199999976, 30.41019269999999 59.69932159999998, 30.4102319 59.69932889999997, 30.4116216 59.699589599999975, 30.4118246 59.69962249999998, 30.4120229 59.6996434, 30.412224299999988 59.699654799999976, 30.412407 59.69965769999999, 30.4126465 59.699661399999975, 30.412904799999986 59.69966209999998, 30.413168 59.699656299999965, 30.413487799999988 59.699636599999984, 30.4137792 59.69961189999998, 30.414350599999988 59.6995453, 30.41476289999999 59.69949619999998, 30.414980799999988 59.69947579999998, 30.415182799999986 59.69946319999997, 30.4157061 59.6994508, 30.4160007 59.699451799999984, 30.41627539999999 59.6994599, 30.4165707 59.69948549999999, 30.4168534 59.6995256, 30.4171633 59.69957529999998, 30.4174146 59.6996255, 30.417679 59.699684099999985, 30.418782 59.69997839999997, 30.4189621 59.70002659999997, 30.41911089999999 59.70006639999998, 30.419398099999984 59.70014329999997), (30.404689899999987 59.69841379999997, 30.4048785 59.69844939999999, 30.4049376 59.69846049999998, 30.4061906 59.6986948, 30.406416599999986 59.69873629999997, 30.40645639999999 59.69874379999999, 30.4068209 59.6988123, 30.40770429999999 59.698978299999986, 30.4077871 59.6989992, 30.407843499999988 59.699029799999984))"
"Кедровая улица","0","0","LINESTRING (30.4244846 59.7407716, 30.4247565 59.740143199999984)"
"Киевское шоссе","0","0","MULTILINESTRING ((30.23339359999999 59.67120159999999, 30.2348029 59.6724526, 30.235050699999988 59.672678, 30.2351635 59.672777699999976, 30.2354179 59.67301009999998), (30.250555 59.68759869999999, 30.256543 59.69332969999998, 30.2609707 59.6975979, 30.2648281 59.701305, 30.265036499999983 59.7015118, 30.2660855 59.70254439999999, 30.268171099999986 59.7045426, 30.2683843 59.7047465, 30.2702185 59.7065006, 30.2730596 59.70925969999997, 30.2741008 59.71027369999998, 30.2772597 59.713335, 30.2801259 59.7160882), (30.2993529 59.7342638, 30.2997379 59.73463719999997, 30.3029277 59.7377299, 30.3063567 59.741039599999986, 30.306562 59.741249), (30.2990495 59.73435159999999, 30.298482499999988 59.73380359999999, 30.2978006 59.73314449999999, 30.289586 59.72519279999999, 30.286439699999985 59.722240099999986, 30.2845603 59.72059149999997, 30.2841871 59.72024449999997), (30.248006 59.68510139999997, 30.2487294 59.6858204, 30.249489 59.6865935, 30.250555 59.68759869999999), (30.2472331 59.684721, 30.2450084 59.68253549999998, 30.2448945 59.682426, 30.2447842 59.68232, 30.2441096 59.681671099999974, 30.243844 59.68141569999997, 30.2437542 59.6813294), (30.279864 59.71616749999998, 30.277014 59.713450699999974, 30.272789799999984 59.709361699999974, 30.2670564 59.70382229999998, 30.2645483 59.701398799999986, 30.2631207 59.70001889999999, 30.262301 59.69923929999999, 30.2602748 59.697292, 30.2562597 59.693416699999965, 30.2514249 59.688787699999985, 30.24951869999999 59.6868919), (30.2813494 59.7172665, 30.28396479999999 59.71970869999998), (30.306278599999985 59.741320699999974, 30.3060815 59.74111639999999, 30.3026194 59.73778179999997, 30.2990495 59.73435159999999), (30.28325519999998 59.7193781, 30.2814803 59.71770249999997, 30.2807977 59.7170598), (30.2853686 59.72098059999998, 30.2866737 59.722163099999975, 30.2898658 59.72511689999999, 30.2903059 59.725517, 30.2981021 59.73305579999999, 30.2993529 59.7342638), (30.2364889 59.674373899999985, 30.2355983 59.67348709999998, 30.235237 59.67316319999997, 30.2350092 59.67295089999998), (30.2807977 59.7170598, 30.279864 59.71616749999998), (30.2801259 59.7160882, 30.2813075 59.7172231, 30.2813494 59.7172665), (30.28396479999999 59.71970869999998, 30.2853686 59.72098059999998), (30.2841871 59.72024449999997, 30.28325519999998 59.7193781), (30.242977 59.68022689999997, 30.2466216 59.68372429999997, 30.248006 59.68510139999997), (30.2437542 59.6813294, 30.242891 59.68050989999998, 30.2417403 59.67942969999998), (30.2417403 59.67942969999998, 30.240045 59.67781469999998, 30.237236699999986 59.67510269999997, 30.2364889 59.674373899999985), (30.24951869999999 59.6868919, 30.248055099999984 59.685481099999976, 30.2472331 59.684721), (30.2417403 59.67906809999999, 30.242977 59.68022689999997), (30.2354179 59.67301009999998, 30.2356115 59.673186799999975, 30.2371006 59.67464719999999), (30.2371006 59.67464719999999, 30.238355899999984 59.675841799999986, 30.2403048 59.67772009999998, 30.2417403 59.67906809999999))"
"Кирасирская улица","0","0","LINESTRING (30.387708 59.70262779999999, 30.387883 59.702653, 30.3888479 59.7027992, 30.3901815 59.70301709999998, 30.390266 59.703031, 30.3914724 59.703228099999976, 30.3917232 59.703269099999986, 30.3926203 59.70341569999999, 30.3928367 59.7034522)"
"Кискисарская улица","0","0","LINESTRING (30.3606085 59.66990939999997, 30.3603766 59.66879809999997, 30.360367099999987 59.668752599999976, 30.3599689 59.667185, 30.359914499999984 59.6671441, 30.3598173 59.66712669999998, 30.359403 59.667119599999985, 30.3584799 59.667115, 30.3580446 59.6671086, 30.357099099999985 59.66711209999997, 30.3566082 59.6671108, 30.3556834 59.66710389999999, 30.355196199999988 59.667099899999975, 30.354221899999985 59.66711929999999)"
"Кленовая улица","0","0","LINESTRING (30.3945997 59.69929769999999, 30.398480299999985 59.69958459999997)"
"Клубная площадь","0","0","LINESTRING (30.4032723 59.654026399999985, 30.4033064 59.65410079999999, 30.4033637 59.654225799999985, 30.4033054 59.654405799999985, 30.403231599999987 59.65440009999998, 30.402867 59.654372, 30.4027087 59.65437639999998)"
"Клубничная улица","0","0","LINESTRING (30.3680539 59.66227319999999, 30.3684261 59.661004799999986)"
"Кобонская улица","0","0","LINESTRING (30.5648706 59.73235169999998, 30.56440519999999 59.73208729999999, 30.5636313 59.7316513, 30.56284 59.731212, 30.5593199 59.7292306)"
"Кобринская улица","0","0","LINESTRING (30.5658477 59.72848379999997, 30.5673694 59.727772499999965, 30.5671877 59.72618259999999, 30.5678929 59.725852, 30.5709591 59.724489599999984)"
