Название улицы,contains_kgiop_objects,density,WKT
"Музыкальная улица","0","0","LINESTRING (30.4424728 59.699943199999986, 30.44238569999999 59.70000669999998, 30.4430407 59.7003592, 30.4433905 59.700582099999984, 30.4435196 59.700664299999985, 30.443724 59.7008045, 30.4441091 59.7010641, 30.444157499999985 59.7010967, 30.4446119 59.70145539999998, 30.4447381 59.70156739999999)"
"Муромская улица","0","0","LINESTRING (30.4711411 59.73406929999997, 30.474596799999986 59.73337729999997, 30.4751488 59.73326689999997, 30.4768268 59.7329312, 30.4769526 59.732906, 30.4775081 59.7327874, 30.477618 59.732766399999974, 30.479015 59.7325001, 30.4843481 59.73148329999999, 30.4844438 59.73146509999997)"
"Муромский мост","0","0","LINESTRING (30.4844438 59.73146509999997, 30.484745799999985 59.731413)"
"Набережная улица","11","0.006259489586625774","MULTILINESTRING ((30.4154419 59.71664869999997, 30.4153826 59.71659879999998, 30.4147321 59.71609989999999, 30.4146229 59.71603149999998, 30.4144669 59.71595329999998, 30.4141676 59.71583409999999, 30.412596699999984 59.71524749999998, 30.4111319 59.71468739999999, 30.4110258 59.714648), (30.4110258 59.714648, 30.4099423 59.71420989999997, 30.4086475 59.7136674, 30.40858139999999 59.7136392, 30.4085217 59.71360709999998), (30.4177442 59.66866829999997, 30.4175383 59.668648099999984, 30.4169919 59.66867569999997), (30.4221404 59.66854649999998, 30.4219905 59.66843609999997, 30.4219546 59.66840959999997, 30.4218307 59.66837029999997, 30.4209226 59.6683522, 30.4195189 59.668399799999975, 30.41942249999999 59.66846979999998, 30.4193434 59.66855309999996, 30.4192003 59.668664, 30.4190494 59.668727, 30.4186079 59.6687186, 30.4177442 59.66866829999997), (30.4161477 59.66857169999997, 30.416868 59.66866969999999, 30.4169919 59.66867569999997))"
"Нагорная улица","0","0","LINESTRING (30.359403 59.667119599999985, 30.3594909 59.665849299999984, 30.3596529 59.664579099999976)"
"Надгорная улица","7","0.007261021976987238","LINESTRING (30.44552649999999 59.681260399999985, 30.445784 59.68142419999999, 30.445910099999985 59.681458, 30.4460496 59.681477, 30.446578 59.68152439999999, 30.4468365 59.681555899999985, 30.4469776 59.68157309999997, 30.44727269999999 59.68161509999999, 30.4475301 59.68163539999998, 30.447878399999986 59.68162159999997, 30.44923029999999 59.681559499999985, 30.449434499999985 59.68155009999998, 30.4496893 59.68152439999999, 30.4498237 59.68150029999998, 30.4502875 59.68141739999999, 30.450671 59.68131989999998, 30.4508052 59.68128049999997, 30.4510196 59.6812174, 30.4515454 59.681062699999984, 30.45247349999999 59.680911, 30.4527395 59.6808712, 30.4530072 59.6808311, 30.4533765 59.68075909999998, 30.453529599999985 59.68073289999999, 30.453628 59.6807126)"
"Нижний переулок","0","0","LINESTRING (30.350520199999984 59.7355077, 30.35041 59.735498499999984, 30.3502562 59.735477699999976, 30.348452699999985 59.73513869999998, 30.348175499999986 59.735088, 30.3480736 59.73505709999998, 30.3475755 59.7349522, 30.3474252 59.734934)"
"Николаевский проезд","0","0","MULTILINESTRING ((30.427780299999984 59.801892899999984, 30.4284157 59.802053599999965, 30.4285957 59.80209639999999, 30.4379825 59.804526099999975, 30.4420241 59.805562299999984, 30.4478152 59.80704709999998, 30.4489767 59.807374099999976, 30.4507331 59.8078256, 30.4517025 59.808072899999985, 30.452129 59.80819, 30.4578439 59.809644, 30.4599051 59.810178499999985), (30.461629199999987 59.810986599999985, 30.461634 59.81094869999998, 30.461701899999987 59.81089779999997, 30.4617129 59.810845, 30.4617131 59.81079539999998, 30.4616892 59.810767, 30.46166129999999 59.81074119999998, 30.4616237 59.8107208, 30.461575399999983 59.81071009999999, 30.4614518 59.810680099999985, 30.4609842 59.81055459999998, 30.4578658 59.80972389999999, 30.454246399999988 59.80882819999997, 30.4506966 59.8078949, 30.4502856 59.80778849999997, 30.4419549 59.80562109999999, 30.439209499999986 59.80491569999999, 30.4322285 59.803110599999975, 30.4291209 59.80230969999999, 30.4283645 59.802112299999976), (30.4283645 59.802112299999976, 30.427879399999984 59.80200069999999))"
"Новая улица","2","0.00026259561459647946","MULTILINESTRING ((30.4687117 59.707074, 30.468754499999985 59.70716059999999, 30.4695725 59.70790609999999, 30.470742 59.708885899999984, 30.47088 59.709002399999974, 30.4717434 59.70975209999998, 30.471953299999985 59.709946, 30.4724014 59.710307899999975, 30.472790399999987 59.7106461, 30.472839099999987 59.7107005, 30.472877 59.710787), (30.40220349999998 59.65300519999998, 30.4021068 59.65307809999997, 30.40061019999999 59.653669, 30.4000912 59.65383689999999, 30.3997138 59.653993199999974, 30.3996768 59.65404289999997, 30.399632 59.6541031, 30.3995424 59.65417889999998, 30.3994238 59.65425, 30.39933549999999 59.6543298, 30.3992662 59.6544318, 30.3992583 59.65456139999998, 30.3992906 59.654632599999985, 30.399448 59.6547387, 30.3996909 59.6548697, 30.399937 59.65500269999998, 30.4004909 59.65530109999998), (30.4220785 59.68991909999997, 30.4193197 59.689773099999975), (30.28136729999999 59.6752697, 30.2815658 59.6751614, 30.28168859999999 59.67507239999998, 30.2820262 59.67464989999998, 30.28207 59.674576299999984, 30.282094199999985 59.674485599999976, 30.2820204 59.674127, 30.2819493 59.6736608, 30.281913 59.67360969999998, 30.28175069999999 59.673531), (30.4397732 59.70328729999998, 30.440386099999987 59.7035906, 30.440765 59.703785099999976, 30.4420523 59.70444579999999, 30.4422645 59.7045548, 30.44248789999999 59.7046682, 30.4433491 59.705105299999985, 30.4447375 59.705787, 30.4455306 59.7061767, 30.4462222 59.70651149999997, 30.44634459999999 59.706532799999984, 30.4464651 59.70651729999997, 30.446586 59.7064679, 30.44720639999999 59.706164, 30.447599899999986 59.705897599999986, 30.4477226 59.705789799999984), (30.40771959999999 59.7272386, 30.411465799999984 59.725974499999985, 30.4115466 59.72594689999997), (30.4115466 59.72594689999997, 30.4116007 59.72592889999997, 30.412763899999987 59.7255385, 30.413367 59.72533409999998, 30.4134957 59.72529109999998, 30.4137727 59.7251987, 30.414219 59.72504979999999, 30.4144481 59.72498049999997, 30.4150132 59.724808, 30.4150528 59.724795, 30.415151 59.7247625), (30.3850024 59.69519989999998, 30.3849339 59.695197, 30.3848355 59.695151599999974, 30.384605699999987 59.69495049999998, 30.3831346 59.6936713, 30.3814761 59.69215329999997, 30.3813855 59.69210689999998, 30.3813021 59.69209979999997), (30.4051356 59.72807839999999, 30.4053054 59.728016899999986, 30.4057626 59.727854499999985, 30.4059617 59.727789199999975, 30.4060619 59.72775629999999, 30.406562399999988 59.727592099999974, 30.4068963 59.7274825, 30.4076193 59.7272683, 30.40771959999999 59.7272386), (30.4477226 59.705789799999984, 30.4470355 59.705489399999976), (30.4470355 59.705489399999976, 30.4467947 59.70540839999999, 30.446239299999984 59.70523339999998), (30.2710921 59.68105539999998, 30.2721678 59.68048219999998, 30.2731483 59.6799655, 30.275210799999986 59.67886539999997, 30.278246299999985 59.67719469999997, 30.2810765 59.675637899999984, 30.281151 59.6756008))"
"Новгородский проспект","0","0","MULTILINESTRING ((30.3678105 59.8080233, 30.3676513 59.80850779999997, 30.367438 59.80915679999997, 30.3673724 59.80934949999999, 30.3670318 59.810455), (30.370112 59.800711899999975, 30.3700588 59.8008877, 30.369983 59.8011136, 30.3699583 59.801228, 30.3694099 59.8031019, 30.369290499999988 59.80366349999998, 30.368973099999987 59.804533099999986, 30.3688628 59.80489469999998, 30.368622199999987 59.805567), (30.368622199999987 59.805567, 30.368386699999988 59.80633649999997, 30.368062 59.80725669999998, 30.3679738 59.807506699999976, 30.3678105 59.8080233), (30.3732599 59.7876137, 30.3731216 59.78797789999999, 30.3729358 59.788384199999975, 30.3728677 59.78861609999998, 30.372878899999986 59.788822299999985, 30.3729239 59.789151499999974, 30.373038 59.78972239999998, 30.3731165 59.79007159999997, 30.3731658 59.79025829999998, 30.3731666 59.79039179999998), (30.3818756 59.77749259999999, 30.3747627 59.784366899999974, 30.3732599 59.7876137), (30.3717945 59.79504529999998, 30.3716158 59.795657499999976, 30.37153849999999 59.795922499999975, 30.371445099999985 59.796243, 30.3713611 59.7965519, 30.37126939999998 59.79688889999997, 30.371159599999988 59.7973011, 30.3710444 59.79772929999998, 30.370729 59.79869539999998, 30.3706442 59.798974, 30.3705758 59.79923009999999, 30.370263 59.8001783, 30.370112 59.800711899999975), (30.3731666 59.79039179999998, 30.3731398 59.79055579999997, 30.3730413 59.7908974, 30.372699399999988 59.792007, 30.3722026 59.793646799999976, 30.3719151 59.7946323, 30.3718454 59.794871, 30.3717945 59.79504529999998), (30.3668095 59.810656399999985, 30.366892099999983 59.81059359999997, 30.3670318 59.810455), (30.3670318 59.810455, 30.3670553 59.8106056, 30.3670874 59.810680699999985), (30.3668666 59.8109532, 30.3665934 59.811786))"
"Нововестинская улица","1","0.0004255770406407218","MULTILINESTRING ((30.4615156 59.708555, 30.4614347 59.70817919999998, 30.46143939999999 59.7078377, 30.461534 59.707511, 30.4615912 59.7065039, 30.4616298 59.706394199999984), (30.4616298 59.706394199999984, 30.461541 59.70627319999998, 30.4614335 59.70610959999997, 30.4612884 59.7057909, 30.461164099999987 59.7053893, 30.4610771 59.7049655, 30.460992599999983 59.704815299999986), (30.4537702 59.699788, 30.4536125 59.69961809999999, 30.453448 59.699430599999985, 30.453311699999986 59.699327699999984, 30.453089099999985 59.699261), (30.460992599999983 59.704815299999986, 30.4607863 59.70466479999999, 30.4594318 59.70374159999998, 30.459217899999988 59.70360559999998, 30.4587634 59.70330539999997, 30.458529 59.703144399999964, 30.4584176 59.703077, 30.4583139 59.70301049999998, 30.4577179 59.70261249999999, 30.456524 59.701806, 30.4556073 59.70119359999998, 30.4555512 59.7011549, 30.455099599999983 59.700841599999976, 30.4546154 59.70050569999999, 30.454235099999988 59.700242099999976, 30.4539567 59.69998369999998, 30.453888 59.6999116, 30.4537702 59.699788))"
"Новодеревенская улица","1","0.0004705663999631915","MULTILINESTRING ((30.4297251 59.72132989999998, 30.4296311 59.7213081, 30.429146 59.7212144, 30.428248499999984 59.7210474, 30.4277884 59.720960099999985, 30.426051099999988 59.720631499999975, 30.425642799999984 59.7205557, 30.4254378 59.720518499999976), (30.43189789999999 59.721738, 30.43233179999999 59.721825, 30.433010099999986 59.7219514, 30.4332479 59.72199569999997, 30.4341231 59.722158899999975, 30.4344503 59.72222309999997, 30.4345341 59.72223809999998, 30.4354332 59.72240609999998, 30.4374502 59.7227783, 30.4391267 59.7230863, 30.439590499999984 59.7231757, 30.4398321 59.723231, 30.4400786 59.7232984, 30.4405479 59.7234386, 30.4410898 59.72360719999997, 30.441207899999984 59.723643899999985, 30.4413752 59.72369669999998, 30.442162499999988 59.723949799999986, 30.4429963 59.72421779999998), (30.4297251 59.72132989999998, 30.429872 59.7213641, 30.4303329 59.72145139999998, 30.4305555 59.72149029999997, 30.4306468 59.72150619999998, 30.430808899999985 59.72153449999998, 30.4312839 59.721619699999984, 30.43189789999999 59.721738))"
"Новый переулок","0","0","LINESTRING (30.3448205 59.7292444, 30.3426836 59.7299244, 30.3426057 59.7300174, 30.342555799999985 59.730046)"
"Обводная улица","0","0","LINESTRING (30.398196399999986 59.70016609999998, 30.3983231 59.70013889999998, 30.3983665 59.70007219999999, 30.398480299999985 59.69958459999997, 30.3985074 59.69940659999999, 30.39858249999999 59.69911489999998, 30.3985894 59.69900169999997, 30.398642899999988 59.69894509999999, 30.3987735 59.6984877, 30.3987591 59.698445)"
"Образцовая улица","0","0","MULTILINESTRING ((30.3626076 59.75633339999998, 30.362649 59.75627209999998, 30.3641168 59.75541669999997, 30.364981499999985 59.7549091, 30.36519679999999 59.754799), (30.3689194 59.751692299999974, 30.368919599999987 59.75162379999997, 30.3689261 59.74888439999999, 30.368938599999986 59.748771, 30.3694766 59.748468, 30.3695377 59.74842849999998), (30.3695377 59.74842849999998, 30.3696476 59.74835739999999), (30.3653319 59.754717899999974, 30.36519679999999 59.754799))"
"Общественная улица","0","0","MULTILINESTRING ((30.429035199999987 59.69618969999997, 30.429555099999988 59.696096, 30.4317601 59.695705799999985, 30.432409899999985 59.695583, 30.4325131 59.69554439999999), (30.4190511 59.67103209999997, 30.4202502 59.671024, 30.4211136 59.67106469999998))"
"Овражий переулок","0","0","LINESTRING (30.3605105 59.732553899999985, 30.3588399 59.73225239999997, 30.3585667 59.73220289999997)"
"Овражная улица","0","0","LINESTRING (30.4181381 59.69303079999999, 30.418222199999985 59.6921476)"
"Огородная улица","2","0.001189882722763673","LINESTRING (30.398463099999987 59.70139009999998, 30.39838 59.701516699999985, 30.398351499999986 59.70156029999997, 30.397477599999988 59.7028934, 30.3972697 59.7032106, 30.39643829999999 59.7044793, 30.3963996 59.70453419999997, 30.3963893 59.70455389999998, 30.395937799999984 59.705235, 30.3957813 59.7054711, 30.395604899999988 59.7057361, 30.3951294 59.706450299999986, 30.395099 59.706496, 30.3950106 59.7066336, 30.394931499999988 59.70679089999999, 30.3941357 59.7085931, 30.3941004 59.7086741)"
"Огуречная улица","0","0","LINESTRING (30.3648913 59.660927799999975, 30.3651311 59.661185)"
"Окружная дорога","0","0","LINESTRING (30.3813021 59.69209979999997, 30.3811267 59.691867199999976, 30.380789199999985 59.691275799999985, 30.3806422 59.69100359999998, 30.3805816 59.6908992, 30.3805143 59.690826399999985, 30.38042659999999 59.690775, 30.380371499999985 59.690686699999986, 30.3803581 59.690485799999976, 30.3803755 59.69044659999997, 30.3804351 59.69041679999999, 30.381861599999983 59.69008519999998, 30.384635 59.68942349999998)"
"Окружная улица","0","0","MULTILINESTRING ((30.3259845 59.738753599999974, 30.326620299999988 59.739181099999975, 30.3284283 59.74039659999998), (30.3284283 59.74039659999998, 30.3287159 59.74063009999998, 30.3288508 59.74072279999997, 30.3290123 59.74078539999998, 30.3292833 59.7408804, 30.3296016 59.74098609999997, 30.329948699999985 59.741037, 30.3305918 59.74109739999999, 30.3309633 59.74111829999998, 30.331685 59.7412024), (30.4585029 59.67928589999999, 30.4585492 59.679333499999984, 30.4591564 59.679807499999974, 30.4592544 59.6798466, 30.459439699999987 59.679912399999985, 30.459648599999987 59.679942, 30.4606502 59.680093), (30.3399684 59.74160689999998, 30.3401309 59.741646099999976, 30.3404619 59.741688, 30.3407691 59.7417011, 30.3420983 59.74181819999997), (30.33327219999999 59.741157799999975, 30.333614699999988 59.741176299999985, 30.3367094 59.74129669999998, 30.338095399999986 59.741365899999984, 30.33898729999999 59.74148609999998, 30.3399684 59.74160689999998))"
"Октябрьский бульвар","10","0.0020433025937308534","MULTILINESTRING ((30.4054151 59.725449, 30.4055489 59.72540419999998, 30.40716349999998 59.72486379999999, 30.4075229 59.72474349999999, 30.40806919999999 59.7245606, 30.408761599999988 59.72430909999997, 30.4090645 59.72420949999998, 30.409280799999987 59.72413829999998, 30.4094537 59.724081499999976, 30.412729399999982 59.723004099999976, 30.4128692 59.72295829999998), (30.42434019999999 59.71967709999998, 30.42419969999999 59.71971649999998, 30.4233008 59.7200116, 30.4223474 59.72032469999998, 30.4212146 59.720697799999975, 30.4210077 59.72076589999999, 30.4208749 59.7208097), (30.418373399999986 59.72163039999998, 30.418275 59.72166189999997, 30.417873 59.721793199999986, 30.4175016 59.72191709999998, 30.4173779 59.72195969999998), (30.394804599999986 59.7288783, 30.3951703 59.72877749999997, 30.395397699999986 59.72870889999997), (30.416149099999988 59.72188149999998, 30.4162946 59.7218338, 30.417767799999986 59.721350199999975, 30.4178693 59.72131569999998), (30.4178693 59.72131569999998, 30.4190822 59.72091809999998, 30.4198845 59.720655199999975, 30.4203411 59.72050549999999, 30.42044549999999 59.720471299999986), (30.4128692 59.72295829999998, 30.41303129999999 59.722904899999975, 30.4136104 59.722714899999986, 30.4140102 59.722583599999986, 30.4147658 59.722335599999965, 30.4159994 59.72193059999997, 30.416149099999988 59.72188149999998), (30.42044549999999 59.720471299999986, 30.420571099999986 59.720429899999985, 30.4209336 59.72030989999997, 30.4227041 59.71972389999998, 30.4237527 59.7193769, 30.4238907 59.71933209999999), (30.4208749 59.7208097, 30.4208001 59.72083409999998, 30.4200169 59.72108979999997, 30.419027 59.7214163, 30.418491499999984 59.72158919999997, 30.418373399999986 59.72163039999998), (30.4173779 59.72195969999998, 30.4167377 59.72216949999998, 30.416582299999984 59.722221099999985), (30.401281 59.7267756, 30.4014353 59.72672619999997, 30.40234669999999 59.72643369999999, 30.4026889 59.72632389999998, 30.403000599999984 59.726223799999985, 30.4052274 59.72550919999997, 30.4054151 59.725449), (30.395397699999986 59.72870889999997, 30.3954413 59.72869459999998, 30.395623 59.72863479999999, 30.4007006 59.7269661, 30.4010726 59.72684389999998, 30.401281 59.7267756))"
"Октябрьский переулок","0","0","LINESTRING (30.3332599 59.728191899999985, 30.3330404 59.7282727, 30.33268669999999 59.728354299999985, 30.332308 59.728448, 30.3319875 59.72856239999999, 30.3316284 59.7286661, 30.3310244 59.728788099999974, 30.3299214 59.72902449999997)"
"Окуловская улица","0","0","MULTILINESTRING ((30.3678105 59.8080233, 30.3679561 59.80803909999999, 30.3691986 59.80817369999997, 30.3692782 59.808182299999984, 30.370125499999986 59.8082741, 30.370651 59.808331, 30.3714028 59.80841249999999, 30.3717064 59.80844529999997, 30.3719654 59.8084734, 30.3720529 59.80848289999999, 30.372669 59.80854959999998, 30.372953399999986 59.80858039999998), (30.372953399999986 59.80858039999998, 30.373604 59.80855529999997, 30.374038 59.80851149999997, 30.3741512 59.808465199999986, 30.3742999 59.80838859999998, 30.3749511 59.80801309999997, 30.3751253 59.80790289999999, 30.3751705 59.80787429999999, 30.3756518 59.80753249999998, 30.375712 59.80747019999998, 30.3757096 59.80744969999998, 30.375704599999988 59.80740649999996))"
"Онежская улица","0","0","LINESTRING (30.57152 59.72936009999997, 30.5707121 59.72973919999997, 30.569996 59.730083199999974, 30.56934 59.730394299999986, 30.5692306 59.730439899999986)"
"Оранжерейная улица","27","0.006514520763158281","MULTILINESTRING ((30.4032186 59.715305399999984, 30.403348399999988 59.715409499999986, 30.4036049 59.715613399999974, 30.4037217 59.715705599999986, 30.4039758 59.715909, 30.404780599999985 59.7165506, 30.4048871 59.716635599999975), (30.421993499999985 59.73016089999999, 30.422102 59.730246399999984, 30.422992399999988 59.73094359999999, 30.4231098 59.73104129999997, 30.4231361 59.73108689999997, 30.4231376 59.73115039999997), (30.41961519999999 59.728299, 30.4203961 59.728909499999986, 30.4214714 59.729749399999974, 30.421559799999986 59.72982309999997, 30.421993499999985 59.73016089999999), (30.41753059999999 59.72664389999997, 30.4176392 59.7267359, 30.418189 59.72717129999997, 30.4183225 59.7272755, 30.41853569999999 59.727447, 30.4186977 59.72757429999998, 30.4193608 59.728101, 30.4194624 59.72817759999999, 30.41961519999999 59.728299), (30.4048871 59.716635599999975, 30.4049993 59.716723, 30.4053503 59.717007, 30.4054721 59.71710369999998, 30.4059219 59.717457899999985, 30.406044 59.7175541, 30.406139699999986 59.7176325), (30.40984609999999 59.720568799999974, 30.4099462 59.72064829999997, 30.4104737 59.72106879999997, 30.4106092 59.72117359999998), (30.4080884 59.71917819999997, 30.4082045 59.71926809999999, 30.40843 59.7194479, 30.4085229 59.71952169999997, 30.408717199999987 59.719674399999974, 30.4090921 59.7199702, 30.4092164 59.7200689, 30.4094498 59.72025419999998, 30.4097251 59.720472899999976, 30.40984609999999 59.720568799999974), (30.406139699999986 59.7176325, 30.406245 59.71771729999998, 30.4064003 59.71784, 30.4068255 59.718176, 30.406871 59.7182131, 30.4071281 59.7184183, 30.4075433 59.71874719999999, 30.4078877 59.719017399999984, 30.4079991 59.719105), (30.4128692 59.72295829999998, 30.41298959999999 59.72305359999997, 30.413260099999984 59.72326739999997, 30.413308399999988 59.72330569999998, 30.41368939999999 59.7236068, 30.415151 59.7247625, 30.415249 59.72484, 30.415301 59.724881199999984, 30.4167758 59.726047199999975, 30.4168563 59.72611079999998, 30.41715639999999 59.7263481, 30.4174189 59.7265556, 30.41753059999999 59.72664389999997), (30.4106092 59.72117359999998, 30.411265299999986 59.7216958, 30.411345399999988 59.721760499999974, 30.411427599999982 59.721823499999985, 30.411923699999985 59.72221529999998, 30.4127301 59.7228549, 30.4128692 59.72295829999998), (30.4079991 59.719105, 30.4080884 59.71917819999997))"
"Офицерская улица","0","0","LINESTRING (30.3584799 59.667115, 30.3592145 59.66998189999998)"
"Павловская улица","0","0","MULTILINESTRING ((30.4290254 59.69611469999999, 30.429035199999987 59.69618969999997, 30.4289398 59.69671479999999, 30.428921 59.696760799999986, 30.428869599999988 59.69684139999998), (30.429363899999988 59.6950773, 30.4292014 59.6954321, 30.429047 59.695917, 30.4290254 59.69611469999999))"
"Павловский мост","3","0.03433857226727853","LINESTRING (30.4086916 59.71355349999999, 30.4093486 59.713337)"
"Павловское шоссе","24","0.004159349110330227","MULTILINESTRING ((30.410807699999985 59.7119604, 30.4109159 59.711849899999976, 30.4111892 59.71161179999998, 30.4114836 59.71136109999997, 30.4117172 59.71116209999999, 30.412248499999986 59.7107095, 30.4131328 59.7099563, 30.4133468 59.70977429999998), (30.4292723 59.69429869999997, 30.4293628 59.69426509999998, 30.429445699999988 59.694242399999986, 30.4295421 59.69422769999997, 30.4296776 59.694234, 30.429835 59.69427729999998), (30.4145977 59.7087128, 30.414699099999986 59.70862629999996, 30.414817 59.708522, 30.41503989999999 59.708324799999986, 30.41534839999999 59.70804719999998, 30.415508399999986 59.707879199999965, 30.415708799999987 59.707658299999984), (30.4043238 59.650522799999976, 30.4043928 59.650579, 30.4046976 59.65082769999999), (30.4065569 59.652554, 30.406521399999985 59.65261539999999, 30.4064621 59.65268979999997, 30.406402599999986 59.65274659999997), (30.415708799999987 59.707658299999984, 30.4162879 59.7070172, 30.416444599999988 59.7068438, 30.4166966 59.70656489999997, 30.4168229 59.70642509999998, 30.417146599999985 59.706066799999974, 30.4172176 59.7059883, 30.417929799999982 59.7052), (30.417929799999982 59.7052, 30.41803189999999 59.7050863, 30.4185291 59.704533199999965, 30.418657299999985 59.7043929, 30.4188876 59.70413489999998, 30.4192614 59.70375529999998, 30.419330299999988 59.70368489999998), (30.4210556 59.701930499999975, 30.421589399999984 59.70143369999999, 30.4222036 59.700864, 30.4231025 59.700034, 30.423488899999988 59.6996764, 30.4238083 59.69937939999996, 30.4239503 59.6992467, 30.424104499999984 59.69910169999998, 30.4242614 59.69895549999997, 30.425256399999988 59.69802909999998, 30.4253841 59.6979101, 30.42581429999999 59.69751139999998, 30.4264717 59.69690149999999, 30.42711489999999 59.69630629999999), (30.4046976 59.65082769999999, 30.4051852 59.6512214, 30.4058772 59.6517802, 30.4061302 59.65198629999998, 30.4061772 59.652028, 30.406494599999988 59.65234429999999, 30.406546 59.65241979999997, 30.4065632 59.652504199999974, 30.4065569 59.652554), (30.4059749 59.6530362, 30.405769199999988 59.653143, 30.405418 59.65333349999999, 30.4052397 59.65346629999998, 30.405094099999985 59.65362739999997, 30.4050301 59.6537387, 30.40500839999999 59.653815, 30.4049954 59.6540188, 30.4050342 59.6542092), (30.428824499999983 59.69471059999997, 30.428971399999988 59.69457679999997, 30.4292723 59.69429869999997), (30.419330299999988 59.70368489999998, 30.41987329999999 59.7030694), (30.406402599999986 59.65274659999997, 30.4063198 59.652817899999974, 30.40616179999999 59.652924599999984, 30.4059749 59.6530362), (30.405586 59.65473349999996, 30.40584 59.65485279999997, 30.4068447 59.6552687, 30.4069131 59.65529739999999, 30.4070386 59.6553499, 30.4073383 59.6554625, 30.407606 59.65554329999998, 30.4077836 59.6555884, 30.40801569999999 59.6556102, 30.4082275 59.65561639999997, 30.4084318 59.655593, 30.4087948 59.65554279999998, 30.409245 59.65549419999998, 30.4095155 59.6554855), (30.4050342 59.6542092, 30.405121699999988 59.654384899999975, 30.4052262 59.65449929999998, 30.4053621 59.654604699999986, 30.405586 59.65473349999996), (30.4133468 59.70977429999998, 30.4145156 59.70878289999999, 30.4145977 59.7087128), (30.42711489999999 59.69630629999999, 30.4272098 59.69621389999997, 30.4274771 59.695962499999986, 30.42802419999998 59.695455099999975, 30.428824499999983 59.69471059999997))"
