type,id,tags,tags_highway,tags_lanes,tags_lit,tags_maxspeed,tags_name,tags_oneway,tags_surface,tags_width,tags_foot,tags_parking:lane:both,tags_name:ru,tags_sidewalk,tags_destination,tags_destination:ref,tags_int_ref,tags_source:maxspeed,tags_official_name,tags_ref,tags_snowplowing,tags_surface:grade,tags_side_road,tags_motor_vehicle,tags_bridge,tags_layer,tags_note,tags_name:en,tags_old_name,tags_smoothness,tags_access,tags_addr:postcode,tags_addr:suburb,tags_junction,tags_postal_code,tags_vehicle,tags_living_street,tags_historic,tags_source,tags_lane_markings,tags_incline,tags_maxweight,tags_comment,tags_name:de,tags_name:fi,tags_short_name,tags_placement,tags_turn:lanes,tags_name:it,tags_old_ref,tags_embankment,tags_start_date,tags_psv,tags_destination:symbol,tags_material,tags_wikidata,tags_wikipedia,tags_tunnel,tags_service,tags_maxheight,tags_name:zh,tags_parking:lane:left,tags_parking:lane:right,tags_check_date:surface,tags_hgv,tags_covered,tags_check_date:lit,tags_fixme,tags_bridge:structure,tags_ref:okn,tags_maxaxleload,tags_horse,tags_alt_name,tags_construction,tags_source:name,tags_proposed,tags_description,tags_maxspeed:backward,tags_maxspeed:forward,tags_tracktype,tags_name:be,tags_check_date,tags_motorcar,tags_parking:lane:right:capacity,tags_parking:lane:right:parallel,tags_oneway:bicycle,tags_oneway:psv,tags_noname,tags_old_name:2:ru,tags_old_name:en,tags_old_name:ru,tags_short_name:ru,tags_source:maxheight,tags_bicycle,tags_bus,tags_date_off,tags_date_on,tags_lanes:backward,tags_turn:lanes:backward,tags_toll,tags_motorway,tags_traffic_sign,tags_lanes:forward,tags_turn:backward,tags_waterway,tags_proposed:oneway,tags_turn,tags_footway,tags_admin_level,tags_boundary,WKT
"way","166562297","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"destination",,,,,,,,,,,,,,,,,,,,,,,"driveway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3555908 59.7288308, 30.3559474 59.728908299999986)"
"way","166563206","","service",,,,,,"gravel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3442322 59.7341849, 30.3442745 59.734286, 30.344273 59.73435519999999, 30.3443989 59.7345061, 30.3447166 59.73460019999999, 30.3448924 59.7346645, 30.3450923 59.7347688, 30.3452908 59.7348895, 30.3454935 59.735021, 30.3456043 59.7350795, 30.3457303 59.73514609999999, 30.3458565 59.73521609999999, 30.3459302 59.7352704, 30.3460181 59.7354197, 30.3460805 59.7355076, 30.3461911 59.7355841, 30.3463569 59.7356627)"
"way","166563207","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bing",,,,,,,,,,,,,,,,,,,,"alley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3448908 59.733639, 30.3442454 59.7339029)"
"way","166563208","","service",,,,,,"gravel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3442322 59.7341849, 30.3444088 59.7342429)"
"way","166563209","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bing",,,,,,,,,,,,,,,,,,,,"alley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3448619 59.7336109, 30.3448908 59.733639, 30.3450069 59.7336871, 30.3454377 59.7339392, 30.3457243 59.7341573, 30.3463687 59.7344943, 30.3463425 59.7345679, 30.3462245 59.7347331)"
"way","166563210","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bing",,,,,,,,,,,,,,,,,,,,"alley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3444088 59.7342429, 30.3447728 59.7343083, 30.3448945 59.734358399999984, 30.3451493 59.7345047, 30.3453497 59.7345849, 30.3455988 59.734652, 30.3458817 59.734712399999985, 30.3462245 59.7347331)"
"way","166682654","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"driveway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3490352 59.7318971, 30.3490146 59.73191869999999, 30.348995 59.7319405)"
"way","166682655","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"driveway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3487806 59.7318428, 30.3488207 59.731797)"
"way","166682657","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,"private",,,,,,,,,,,,,,,,,,,,,,,,,,,,"driveway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.348995 59.7319405, 30.3490135 59.7320043, 30.3487915 59.7322702, 30.3494443 59.7324122, 30.3495295 59.7324307, 30.3497577 59.7321727, 30.3498084 59.7321187, 30.3498283 59.73209739999999, 30.3498441 59.7320806)"
"way","166682658","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,"private",,,,,,,,,,,,,,,,,,,,,,,,,,,,"driveway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3488207 59.731797, 30.3489808 59.7316512, 30.349014 59.7316157, 30.3491845 59.7314334, 30.3492688 59.7314205, 30.3493781 59.7314286, 30.3497434 59.7315126)"
"way","167301122","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.5071722 59.75086859999998, 30.5066165 59.7508465, 30.5060457 59.7508165, 30.5056141 59.7507946, 30.5055225 59.7508385, 30.5054602 59.751116, 30.5055281 59.751164, 30.505644 59.7511976, 30.507056 59.7512785, 30.5071335 59.75125689999998, 30.5071999 59.7512183, 30.507268 59.7509434, 30.5072406 59.7508973, 30.5071722 59.75086859999998)"
"way","167301124","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.5067017 59.750421399999986, 30.5058249 59.7503767)"
"way","167450171","","tertiary","2","yes","RU:urban","Госпитальная улица",,"asphalt",,"no",,,,,,,,,,,,,,,,,,"улица Пролеткульта",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.4204455 59.7204713, 30.4205419 59.7205477, 30.4206604 59.7206382, 30.4208423 59.7207843, 30.4208749 59.7208097)"
"way","167450172","","tertiary","2","yes","RU:urban","Госпитальная улица","yes","asphalt",,"no",,,,,,,,,,,,,,,,"одностороннее движение с июня 2012 г.",,"улица Пролеткульта",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.4204455 59.7204713, 30.4203326 59.7203818, 30.4197715 59.7199575, 30.4192959 59.7195978, 30.4188802 59.7192835, 30.4187534 59.719184, 30.418439 59.7189372, 30.4180003 59.7185987, 30.4174568 59.7181861, 30.4173294 59.7181001)"
"way","168510607","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"destination",,,,,,,,,,,,,,,,,,,,,,,"driveway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.4433491 59.7051053, 30.4441224 59.7046771, 30.4441492 59.7046487, 30.4441559 59.7046244, 30.4440042 59.7045274)"
"way","169476002","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3795539 59.7056394, 30.3804248 59.70609189999998)"
"way","169476005","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3802862 59.7022356, 30.3803794 59.702284, 30.3805723 59.7023842, 30.3810957 59.702656, 30.3812869 59.7027553, 30.3822329 59.7032466)"
"way","169476008","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3816409 59.7064177, 30.3817678 59.7066337, 30.3816842 59.7067388)"
"way","169489973","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3812869 59.7027553, 30.3815328 59.7026892)"
"way","169489974","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"parking_aisle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3824713 59.7021853, 30.3824169 59.70220939999999)"
"way","169489975","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3806312 59.7028769, 30.3810957 59.702656)"
"way","169489976","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3828032 59.7020401, 30.3826126 59.7021235, 30.3824713 59.7021853)"
"way","169489977","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"parking_aisle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3825114 59.7022757, 30.3824169 59.70220939999999, 30.3817332 59.7018522)"
"way","169489978","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3805723 59.7023842, 30.3816005 59.7018809, 30.3816566 59.70180650000001)"
"way","169489979","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3817332 59.7018522, 30.3816566 59.70180650000001, 30.3815329 59.70173269999999, 30.3814428 59.7016804)"
"way","169618412","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3688971 59.814354, 30.3687307 59.8143457, 30.3680742 59.8142677)"
"way","169693772","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,"private",,,,,,,,,,,,,,,,,,,,,,,"driveway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3816819 59.7043481, 30.3816222 59.7043482, 30.3815673 59.70437230000002, 30.3815267 59.7044192, 30.3815362 59.7046518, 30.3815768 59.70467829999998, 30.3816341 59.7046868, 30.3818754 59.7046868, 30.3819423 59.7046976, 30.3819877 59.7047398, 30.3819831 59.705038499999986)"
"way","169693773","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,"private",,,,,,,,,,,,,,,,,,,,,,,"driveway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3840622 59.7045069, 30.3840652 59.7047194, 30.3838794 59.7048233, 30.3838457 59.7048744, 30.383893 59.70492389999998, 30.3846767 59.70532939999998, 30.384778 59.7053482, 30.3848726 59.7053431, 30.3850669 59.7052715)"
"way","169693774","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,"private",,,,,,,,,,,,,,,,,,,,,,,"driveway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3810773 59.7045396, 30.3819831 59.705038499999986, 30.3822493 59.7051851, 30.3824548 59.7050815, 30.3827032 59.7050032, 30.3832311 59.7049984, 30.3833179 59.7049906, 30.3833688 59.704963, 30.3833897 59.7049327, 30.3833935 59.7047357, 30.3836993 59.7047357, 30.3837674 59.7047289, 30.3838092 59.7047041, 30.3838122 59.7042965, 30.3839076 59.7042958)"
"way","169693775","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3840639 59.7042954, 30.3840622 59.7045069)"
"way","169693778","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,"private",,,,,,,,,,,,,,,,,,,,,,,"driveway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3838122 59.7042965, 30.3835857 59.7042963)"
"way","169693781","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3839076 59.7042958, 30.3840639 59.7042954, 30.3848612 59.7042929)"
"way","169693784","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3808939 59.70444, 30.3810211 59.7045102, 30.3810773 59.7045396)"
"way","169765394","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3874656 59.7005664, 30.3874557 59.7006772, 30.3874349 59.7008707, 30.3874402 59.70097830000001)"
"way","170316997","","tertiary","2","no","RU:urban","1-й Бадаевский проезд",,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3953496 59.8056553, 30.3948757 59.8054259)"
"way","170318246","","tertiary","2","yes","40","Вишерская улица",,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3736852 59.8067475, 30.3736591 59.8068128, 30.3736395 59.8068619, 30.373482 59.807256799999976, 30.3731549 59.8080763, 30.3731105 59.8081873, 30.3729534 59.8085804)"
"way","170333216","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3952852 59.8136656, 30.3954257 59.8136217)"
"way","170333217","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3972109 59.8148303, 30.397276 59.814741)"
"way","170333218","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3943758 59.8129608, 30.3945534 59.8128837)"
"way","170333220","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3968257 59.81485939999999, 30.3972109 59.8148303, 30.3973935 59.8148604)"
"way","170333221","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3982462 59.8159602, 30.3985124 59.8158743, 30.3985843 59.8158517)"
"way","170333223","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3991721 59.8166777, 30.3994392 59.8165799, 30.3995734 59.8165288, 30.4002504 59.8155164)"
"way","170393349","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,"private",,,,,,,,,,,,,,,,,,,,,,,,,,,,"driveway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.4474202 59.7007084, 30.447042 59.7005923, 30.446799 59.700528, 30.4467269 59.7005012, 30.4466186 59.70044209999999)"
"way","170516000","","unclassified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.433899 59.7351155, 30.433697 59.7350489, 30.4335801 59.7350012, 30.4313677 59.7344095, 30.4311518 59.7343699, 30.4309264 59.7343638, 30.4298992 59.7343463, 30.4295269 59.73431870000001, 30.4275851 59.734073, 30.4273906 59.7340265, 30.4271132 59.7339526, 30.4267887 59.73389190000001, 30.4264765 59.7338653, 30.4260773 59.73385050000001, 30.4258182 59.7338427)"
"way","170525793","","secondary","2","yes","RU:urban","Витебский проспект","yes","asphalt",,"no",,,,,,,,,,,,,,,,,,,"good",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3825862 59.8162449, 30.3823931 59.8165972, 30.3821951 59.81690729999998, 30.381872 59.817337, 30.3817327 59.8175329, 30.3815799 59.817779, 30.381276 59.8180506)"
"way","170525795","","service","1","yes",,,"yes","asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.3834368 59.8115898, 30.3835461 59.8115509, 30.3836672 59.811523, 30.383837 59.81150079999998, 30.3840081 59.8114935, 30.384201 59.8115015, 30.3843556 59.81151889999999, 30.384497 59.8115609, 30.3845659 59.81159979999999, 30.3846276 59.8116571, 30.3846711 59.8117281, 30.3847208 59.811877)"
"way","170659400","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.4485531 59.8234562, 30.4488955 59.8235278, 30.4493832 59.8236157, 30.4497468 59.8236904, 30.4503015 59.8238009, 30.4507762 59.8238961, 30.457085 59.825161, 30.4574672 59.8252376, 30.4572733 59.8254819, 30.4563919 59.82659249999998, 30.456333 59.8266388, 30.4562512 59.8266722, 30.456136 59.8266928, 30.4559902 59.8266928, 30.4558572 59.8266825, 30.4542283 59.8263556, 30.4531563 59.826133)"
"way","170676191","","unclassified",,,,,,"compacted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.4568299 59.6476307, 30.4573644 59.647605099999986, 30.4581585 59.647564, 30.458722 59.64753489999998)"
"way","171715106","","unclassified","2",,"RU:urban",,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.479495 59.7630974, 30.4792501 59.7629907, 30.4783837 59.7625695, 30.4780481 59.7624338)"
"way","172351528","","residential",,,,"Берёзовая улица","yes","asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.4427448 59.6871647, 30.442938 59.6872027)"
"way","172351538","","secondary","2","yes","RU:urban","Детскосельская улица",,"asphalt",,,,,,,,,,,,,,,,,,,,"Поляковская улица",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no_stopping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.4305592 59.68612609999999, 30.4306944 59.6863768, 30.4309388 59.6868302, 30.4313005 59.68750090000001)"
"way","172351539","","secondary","1","yes","RU:urban","Садовая улица","yes","asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.4438975 59.6869707, 30.4438502 59.6870228, 30.4438028 59.6870557, 30.4435468 59.6871958)"
"way","172351540","","secondary","2","yes","RU:urban","Садовая улица",,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.4686853 59.6850659, 30.4677421 59.685033299999986, 30.4673132 59.6850199, 30.4663506 59.68498850000001, 30.4660205 59.684981399999984)"
"way","172351545","","secondary","1","yes","RU:urban","Садовая улица","yes","asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.4426596 59.6876511, 30.4427189 59.6876046, 30.4427602 59.6875615, 30.4427849 59.6875262, 30.4428922 59.68727890000001, 30.442938 59.6872027, 30.4429945 59.6871552, 30.4430636 59.687118, 30.4431356 59.6870955, 30.443207 59.6870784, 30.4432601 59.6870699, 30.4436169 59.6870322, 30.4437447 59.687015, 30.4438104 59.6870003, 30.4438975 59.6869707)"
"way","172351550","","secondary","2","yes","RU:urban","Садовая улица",,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.4478169 59.6848867, 30.4477152 59.6849444, 30.4476025 59.685002, 30.4470071 59.68527809999998, 30.4464013 59.6855655, 30.4460382 59.6857374, 30.4456732 59.6859098)"
"way","172351551","","secondary",,"yes",,"Садовая улица",,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.4530664 59.6845712, 30.452838 59.6845365, 30.4526258 59.6844983, 30.4524207 59.684453099999985, 30.4522505 59.68441, 30.4521122 59.6843654, 30.4519464 59.6843073, 30.4515477 59.68416)"
"way","172351557","","secondary","2","yes","RU:urban","улица Мичурина",,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.4316902 59.6815861, 30.4318546 59.6816717, 30.4320284 59.681783899999985, 30.4322208 59.6819323)"
"way","172357558","","tertiary","2","yes","RU:urban","Гуммолосаровская улица",,"asphalt",,,,,,,,,,,,,,,,,,,,"улица Степана Халтурина",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.4348389 59.6829412, 30.4348998 59.68291880000001, 30.4353116 59.682759699999984, 30.435593 59.6826522, 30.4359549 59.6825142, 30.4364274 59.68232829999999, 30.4365266 59.6822905)"
"way","172357559","","tertiary","2","yes","RU:urban","Госпитальная улица",,"asphalt",,,,,,,,,,,,,,,,,,,,"улица Марата",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.4367774 59.6824169, 30.43715 59.6824464, 30.4384737 59.682547499999984, 30.4385212 59.682552399999985, 30.4392287 59.6826042, 30.439461 59.6826242)"
"way","172357561","","residential","2","yes","RU:urban","Гуммолосаровская улица","yes","asphalt",,,,,,,,,,,,,,,,,,,,"улица Степана Халтурина",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.4314114 59.6835235, 30.432715 59.6834047, 30.4334417 59.683343, 30.4335533 59.68333180000001, 30.4338458 59.6833027)"
"way","172357562","","residential","1","yes","RU:urban","Гуммолосаровская улица","yes","asphalt",,,,,,,,,,,,,,,,,,,,"улица Степана Халтурина",,,,,,"191186",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (30.4217996 59.685135, 30.4220296 59.6850847, 30.4226024 59.6849499, 30.4227296 59.6849213, 30.4229183 59.68487720000001, 30.4240819 59.6846114, 30.4246273 59.6844858, 30.4259134 59.6841911, 30.4262933 59.6840978, 30.4267342 59.684007, 30.4274377 59.683905, 30.4280708 59.6838365, 30.4285642 59.683795, 30.4287841 59.6837727, 30.4291175 59.6837393, 30.4292857 59.683722, 30.4308195 59.6835782, 30.4311186 59.6835502, 30.4314114 59.6835235)"
