type,id,tags,tags_highway,tags_lanes,tags_lit,tags_maxspeed,tags_name,tags_oneway,tags_surface,tags_width,tags_foot,tags_parking:lane:both,tags_name:ru,tags_sidewalk,tags_destination,tags_destination:ref,tags_int_ref,tags_source:maxspeed,tags_official_name,tags_ref,tags_snowplowing,tags_surface:grade,tags_side_road,tags_motor_vehicle,tags_bridge,tags_layer,tags_note,tags_name:en,tags_old_name,tags_smoothness,tags_access,tags_addr:postcode,tags_addr:suburb,tags_junction,tags_postal_code,tags_vehicle,tags_living_street,tags_historic,tags_source,tags_lane_markings,tags_incline,tags_maxweight,tags_comment,tags_name:de,tags_name:fi,tags_short_name,tags_placement,tags_turn:lanes,tags_name:it,tags_old_ref,tags_embankment,tags_start_date,tags_psv,tags_destination:symbol,tags_material,tags_wikidata,tags_wikipedia,tags_tunnel,tags_service,tags_maxheight,tags_name:zh,tags_parking:lane:left,tags_parking:lane:right,tags_check_date:surface,tags_hgv,tags_covered,tags_check_date:lit,tags_fixme,tags_bridge:structure,tags_ref:okn,tags_maxaxleload,tags_horse,tags_alt_name,tags_construction,tags_source:name,tags_proposed,tags_description,tags_maxspeed:backward,tags_maxspeed:forward,tags_tracktype,tags_name:be,tags_check_date,tags_motorcar,tags_parking:lane:right:capacity,tags_parking:lane:right:parallel,tags_oneway:bicycle,tags_oneway:psv,tags_noname,tags_old_name:2:ru,tags_old_name:en,tags_old_name:ru,tags_short_name:ru,tags_source:maxheight,tags_bicycle,tags_bus,tags_date_off,tags_date_on,tags_lanes:backward,tags_turn:lanes:backward,tags_toll,tags_motorway,tags_traffic_sign,tags_lanes:forward,tags_turn:backward,tags_waterway,tags_proposed:oneway,tags_turn,tags_footway,tags_admin_level,tags_boundary,WKT
"way","147948696","","service",,,,"Колокольная улица",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"alley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3382751.739528111 8331897.580262541, 3382704.684779352 8331917.169632898, 3382677.467163853 8331928.508548933, 3382655.425904677 8331937.685583217, 3382646.386762024 8331941.43581685)"
"way","148244576","","secondary","1","yes","RU:urban","Волхонское шоссе","yes","asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3375624.8430885435 8341977.701854834, 3375566.3001683354 8342020.689508633)"
"way","148914024","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3380787.7742798408 8358524.361947114, 3380902.8452374744 8358544.332049961, 3380976.672323768 8358557.859500666, 3381008.4651703387 8358563.682289863, 3381037.564085232 8358577.962533777)"
"way","148998576","","service",,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"driveway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3384782.095720689 8355414.932474251, 3384762.2474554805 8355456.250133359, 3384728.929531886 8355513.369356383)"
"way","148998577","","service",,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"driveway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3384728.929531886 8355513.369356383, 3384746.473483635 8355441.798885093, 3384782.095720689 8355414.932474251)"
"way","148998579","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"alley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3385118.480957968 8355776.420039285, 3385058.0122105693 8355725.362775103, 3385054.116028391 8355709.450331938, 3385089.593550107 8355661.447634085, 3385098.8108039447 8355652.79434556)"
"way","149359806","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3388205.8045836794 8329896.561495798, 3388199.192205927 8329888.335321649, 3388184.587088734 8329869.435004479, 3388184.64274848 8329864.847770263, 3388189.5296741254 8329852.541646391)"
"way","149440798","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3381772.5176273473 8335256.372071582, 3381774.343266996 8335252.46566402, 3381780.9779086476 8335238.782218795, 3381799.056193952 8335201.505994177, 3381809.3755107494 8335179.59057515, 3381827.075309785 8335185.240465475, 3381952.209549386 8335235.626201961, 3381959.7458789125 8335239.11326959, 3382008.2700449494 8335260.366761676, 3382040.285530501 8335275.926210543, 3382065.1097769486 8335289.477303354, 3382097.871103089 8335309.737778385, 3382154.9446060183 8335353.105975451)"
"way","149440803","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"parking_aisle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3381780.9779086476 8335238.782218795, 3381690.374975091 8335198.7913919175)"
"way","149464447","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3382028.552456172 8335188.881998641, 3382032.482034197 8335184.821137531, 3382048.7903395984 8335166.481080651)"
"way","149523075","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3386944.588148839 8355013.209414859, 3387032.9758245293 8355093.229186881, 3387121.35236827 8355009.026989353, 3387266.07883825 8355149.571062379, 3387445.6260449504 8355324.574414748)"
"way","149523077","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3386855.7329312875 8355248.690433307, 3386715.971310597 8355115.3587017665, 3386643.457794294 8355191.374090864, 3386932.955262051 8355467.536732847, 3387120.9070903063 8355646.818934851, 3387184.871269716 8355579.784010788)"
"way","149523078","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3387278.7692602007 8355547.45077715, 3387245.718503384 8355535.278823092, 3387121.3301043715 8355407.872865223, 3387075.2549671317 8355393.333190166, 3387036.4935204377 8355398.091223754, 3387006.303674535 8355392.315192683, 3386932.955262051 8355467.536732847)"
"way","149523080","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3386966.7963872524 8355296.026543647, 3386884.998825417 8355217.996259423, 3386855.7329312875 8355248.690433307, 3387006.303674535 8355392.315192683)"
"way","149524245","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3387109.296467417 8356559.076721997, 3387097.196038768 8356557.903626564, 3387026.92004423 8356549.426357569, 3386841.8625227353 8356526.3629230615, 3386758.7625228576 8356611.5563329635, 3386930.7400041847 8356766.8060893, 3386963.5903859176 8356723.201251316, 3386986.2772981417 8356713.063716762, 3386998.221879503 8356694.581566242, 3387004.199736159 8356649.538435197, 3387014.3632056685 8356650.667276893, 3387084.7282557986 8356658.458502705, 3387096.817552499 8356659.786553381)"
"way","149524631","","unclassified","1","no","RU:urban","2-й Бадаевский проезд",,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3384163.827268823 8356152.156597485, 3384017.6981732585 8356012.810702424, 3383958.042058143 8355954.802330871, 3383902.69400732 8355923.662580474, 3383854.7487026355 8355888.760543068, 3383821.4530429393 8355856.8464593)"
"way","149701970","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"alley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3392655.344818228 8346943.613610958, 3392672.4546239637 8346926.327472706, 3392685.579191928 8346910.920296641, 3392963.232265865 8346620.223636823, 3392770.504831454 8346436.143039125, 3392492.8517575176 8346726.832450645, 3392471.1889846097 8346748.671642926, 3392461.0700428966 8346760.09966706)"
"way","149701971","","service",,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3395300.01762075 8343268.3682938, 3395317.817607328 8343283.259706082, 3395345.792195364 8343306.657401174, 3395365.195182609 8343322.874544017, 3395412.739737127 8343362.666349233)"
"way","149701972","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"driveway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3396325.0474919737 8343599.919220121, 3396302.3494478017 8343597.201529061, 3396153.2815176803 8343579.3266591355, 3396111.6814239705 8343577.448585082, 3396063.4578205594 8343546.22843575, 3395921.970747761 8343395.277672085, 3395809.1373118926 8343274.886044738, 3395803.4600178623 8343250.317467845, 3395814.803473974 8343231.405021892, 3396119.0396423126 8342927.265961381, 3396304.809608548 8342724.079062536)"
"way","149701974","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"alley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3392492.8517575176 8346726.832450645, 3392685.579191928 8346910.920296641)"
"way","149701975","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"driveway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3395921.970747761 8343395.277672085, 3396070.6824555118 8343231.073612641)"
"way","149701977","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3392631.489051352 8346232.594321312, 3392668.3691986515 8346191.659802498)"
"way","149701978","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"driveway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3395345.792195364 8343306.657401174, 3395340.2262208248 8343314.655497144, 3395317.0272389427 8343339.3568537515)"
"way","149701979","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"driveway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3395701.981170055 8343114.794071311, 3395639.05226191 8343057.350930324, 3395575.4443048704 8342994.163991374)"
"way","149701981","","service",,,,,"yes","asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3396008.1988253295 8342790.511306424, 3396014.577432152 8342764.110659056, 3396017.26023188 8342741.7088448545, 3396015.412328333 8342690.98467255, 3396092.9463536707 8342603.521641587, 3396125.830131251 8342600.804317234, 3396151.9234198923 8342599.876450609, 3396170.7364138365 8342594.817370356, 3396185.8758645845 8342588.543231975)"
"way","149701982","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,"private",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3392858.191194352 8346250.76295476, 3392878.2954943893 8346269.793651607, 3392888.3699083063 8346279.342173037)"
"way","149701983","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"driveway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3396325.0474919737 8343599.919220121, 3396340.3539219582 8343484.164143107, 3396375.3305059657 8343233.570229371, 3396328.810090763 8343175.308694351, 3396326.806339929 8343146.564738912, 3396257.253922081 8343070.540719712, 3396411.4314168296 8342911.292710301, 3396423.732220562 8342882.01955285, 3396426.693319017 8342851.045364687, 3396304.809608548 8342724.079062536)"
"way","149701984","","service",,,,,"yes","asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3396015.412328333 8342690.98467255, 3395998.7700644587 8342637.521418642, 3396049.921370479 8342578.933206408, 3396077.818034872 8342577.983250539, 3396105.948470195 8342591.945404943, 3396125.830131251 8342600.804317234)"
"way","149723643","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,"private",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3390152.7156859594 8350495.137574794, 3389916.3955389545 8350757.036333694)"
"way","149723644","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,"private",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3389761.9731413266 8350627.213713453, 3389828.931815038 8350680.845439053, 3389916.3955389545 8350757.036333694, 3390515.7842051815 8351279.224995005, 3390749.310232968 8351015.250802455, 3390152.7156859594 8350495.137574794, 3390069.2038039663 8350420.409004671, 3389828.931815038 8350680.845439053)"
"way","149723646","","service",,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3388374.0305981664 8350968.716238643, 3388361.952433415 8350996.29633682, 3388342.816612948 8351020.182952599, 3388330.426753623 8351042.300258359, 3388282.93785885 8351106.617760079, 3388261.7648917018 8351133.711786041, 3388245.200551471 8351149.2162489, 3388162.078287696 8351233.7283087615, 3388114.2776983497 8351278.296037013, 3388059.9871826894 8351306.6293083895)"
"way","150044456","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3381732.164311935 8357685.223683685, 3381768.220695003 8357719.669334402, 3381779.230192642 8357729.808251943)"
"way","150044461","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3382305.470821469 8356507.859106421, 3382291.132871055 8356568.704965137)"
"way","150044463","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3381540.0046069277 8356779.245689304, 3381593.304379119 8356847.929481089)"
"way","150044464","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3382255.210071376 8356406.819347105, 3382233.40258313 8356402.21559694, 3382157.0040165987 8356386.10249398, 3382105.908370324 8356375.345689337, 3382097.4926168206 8356400.953992829)"
"way","150044465","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3382271.162154407 8356342.234306791, 3382255.210071376 8356406.819347105, 3382323.638162367 8356420.342879825, 3382315.9459855533 8356448.164693656)"
"way","150044470","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3381350.483173852 8356546.039879464, 3381351.0620352044 8356541.480310093, 3381350.015631991 8356529.107512258, 3381347.4552837024 8356521.294289247, 3381294.033060071 8356498.430145927)"
"way","150044471","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3381769.8793554157 8356488.779860809, 3381803.07482757 8356461.555500633, 3381809.742865069 8356456.0885070795, 3381888.9466827684 8356391.126768188, 3381942.7696565664 8356380.2592895115, 3382006.45553725 8356392.4105039975)"
"way","150044473","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3381993.1417261506 8356475.964478753, 3382044.6158586936 8356487.783845864, 3382107.900989209 8356502.303543731, 3382112.1311298595 8356511.466904347, 3382154.577251699 8356522.445245092, 3382167.835403052 8356472.68870245)"
"way","150044476","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3381574.5470449207 8356668.308217571, 3381654.6970782923 8356606.753248877, 3381703.588598648 8356669.392793718, 3381666.6305277045 8356694.913580512, 3381646.6041513113 8356698.366529824)"
"way","150049724","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3381035.927688718 8356677.648858192, 3381033.3450765307 8356691.106484426, 3381013.0849292073 8356796.488514732)"
"way","150049741","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3382058.5307950424 8357601.545330501, 3381917.043722244 8357753.251784927)"
"way","150049751","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3381464.04018641 8356842.196584554, 3381427.0153237726 8356792.637097087)"
"way","150049755","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3381456.882343152 8356758.638462981, 3381497.8256518655 8356811.23016637)"
"way","150049758","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3382185.9804800516 8357014.163282845, 3382244.2896293295 8357027.953552057)"
"way","150049771","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3382374.644753048 8356928.190500249, 3382384.184833409 8356930.381864091, 3382411.1018862827 8356936.6017993465, 3382461.4850878157 8356948.24482392, 3382480.1867622696 8356952.561158989)"
"way","150049789","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3382461.4850878157 8356948.24482392, 3382450.5312499222 8356987.689579827, 3382445.5552686835 8356995.348350367, 3382435.92613273 8356997.097030306, 3382383.4723886685 8356985.121901308, 3382377.2162332856 8356980.562060628, 3382374.577961354 8356972.0400358355, 3382384.184833409 8356930.381864091)"
"way","150595608","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3386893.5926901065 8356108.577523836, 3387078.5166282128 8356120.440567653, 3387132.261678368 8356131.772448217, 3387149.76110232 8356133.8086473495, 3387159.846648186 8356134.981675365)"
"way","150727738","","residential",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3394409.372638811 8328343.388437906, 3394205.9251374374 8328333.179543607, 3394200.515010184 8328322.220983778, 3394207.160783785 8328170.74315984, 3394222.0887275003 8328156.124721921, 3394253.1468654317 8328141.19762888)"
"way","150727743","","residential",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3394224.726999432 8327855.824749614, 3394225.0832218025 8327507.915372587)"
"way","150727750","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3393825.5575693455 8327499.537528733, 3394091.0211590407 8327505.44611236, 3394225.0832218025 8327507.915372587, 3394356.6962557677 8327510.472821551, 3394508.9590552743 8327507.805137739, 3394639.748325008 8327504.6744687045, 3394775.903194197 8327497.288740683, 3394905.813039953 8327495.965924504, 3394920.150990367 8327506.724836301)"
"way","151153623","","service",,,,,,"concrete:plates",,,,,,,,,,,,,,,,,,,,,,,,,,,"destination",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3380257.71539248 8337885.853041561, 3380279.3002417446 8337900.093341722, 3380289.107488883 8337907.754413789, 3380291.56764963 8337910.492089882, 3380300.3284935555 8337924.423344442, 3380318.295459369 8337947.671597966, 3380337.164113059 8337968.910807124, 3380357.4131284347 8337993.4838976795, 3380375.2910386557 8338018.079148352, 3380395.2394914054 8338047.686286748, 3380401.451118992 8338056.495592452, 3380407.1395449718 8338068.307585255, 3380411.74817189 8338084.557385667, 3380408.2527398802 8338098.731833158, 3380399.18020138 8338122.6871528225, 3380390.998218806 8338141.2994963, 3380383.7179241087 8338157.240354458, 3380463.1109849424 8338243.414314985, 3380480.5770130483 8338265.95704142, 3380498.4994510654 8338293.114384033, 3380514.017388082 8338326.4098639265, 3380523.83576717 8338346.457877798, 3380534.522438287 8338369.045077565, 3380531.205117461 8338394.083168596, 3380529.1234429833 8338421.7708919, 3380537.0827865745 8338441.885403511, 3380573.784822689 8338484.499204026)"
"way","151210783","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3395047.155397413 8335321.236395141, 3395037.4483378152 8335252.553944394)"
"way","151276984","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3376350.1007030113 8355432.437678121, 3376362.613013776 8354749.544209421, 3376372.0863024425 8354740.073238405, 3376655.249691173 8354749.544209421, 3376659.557755467 8354761.582096664, 3376647.501854614 8355184.181917165, 3376656.975143281 8355208.281259103, 3376665.580139919 8355230.676677715, 3376669.019912184 8355256.480179074, 3376675.053428586 8355281.442828858, 3376690.5379697545 8355330.505304152, 3376695.9258331093 8355361.731072857, 3376697.7292088605 8355386.362123244, 3376692.886811011 8355417.123388771, 3376686.4970722394 8355425.997705751, 3376678.203770175 8355431.552458218, 3376662.1292357044 8355437.018692816, 3376609.475116559 8355439.076830777)"
"way","151310228","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3375821.3219897933 8351629.561084606, 3375875.9019361297 8351631.9720667545, 3375956.118761195 8351635.179337806, 3375957.443463136 8351554.1795812445)"
"way","151310229","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3375963.2766044536 8351736.397104407, 3375994.546249417 8351737.237642373)"
"way","151310230","","service",,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3375817.8376897317 8351732.504087716, 3375943.00532518 8351735.8441189565, 3375963.2766044536 8351736.397104407)"
"way","151310231","","service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (3375883.5050573507 8351396.031335149, 3375896.050763963 8351407.289608756, 3375907.360824228 8351413.173114171, 3375956.2189487363 8351414.986827314)"
